ticket_id,customer_region,account_type
TKT02212,UK,Enterprise
TKT02213,Canada,Free
TKT02214,UK,Premium
TKT02215,Canada,Premium
TKT02216,Canada,Premium
TKT02217,US,Premium
TKT02218,US,Premium
TKT02219,Canada,Free
TKT02220,Canada,Free
TKT02221,US,Premium
TKT02222,UK,Free
TKT02223,Canada,Premium
TKT02224,US,Free
TKT02225,India,Premium
TKT02226,Canada,Free
TKT02227,Canada,Free
TKT02228,UK,Free
TKT02229,India,Free
TKT02230,UK,Premium
TKT02231,UK,Premium
TKT02232,US,Free
TKT02233,India,Premium
TKT02234,Canada,Enterprise
TKT02235,UK,Enterprise
TKT02236,India,Enterprise
TKT02237,Canada,Premium
TKT02238,Canada,Free
TKT02239,Canada,Free
TKT02240,US,Free
TKT02241,India,Enterprise
TKT02242,UK,Enterprise
TKT02243,UK,Free
TKT02244,UK,Premium
TKT02245,US,Premium
TKT02246,Canada,Free
TKT02247,India,Free
TKT02248,India,Free
TKT02249,India,Free
TKT02250,UK,Free
TKT02251,Canada,Free
TKT02252,India,Free
TKT02253,UK,Free
TKT02254,UK,Free
TKT02255,Canada,Free
TKT02256,US,Free
TKT02257,UK,Free
TKT02258,UK,Free
TKT02259,Canada,Free
TKT02260,India,Free
TKT02261,US,Enterprise
TKT02262,US,Premium
TKT02263,US,Free
TKT02264,India,Premium
TKT02265,India,Free
TKT02266,Canada,Free
TKT02267,US,Premium
TKT02268,UK,Free
TKT02269,India,Premium
TKT02270,US,Premium
TKT02271,UK,Premium
TKT02272,UK,Free
TKT02273,UK,Premium
TKT02274,Canada,Enterprise
TKT02275,Canada,Enterprise
TKT02276,US,Enterprise
TKT02277,Canada,Free
TKT02278,UK,Free
TKT02279,US,Premium
TKT02280,US,Premium
TKT02281,Canada,Premium
TKT02282,US,Free
TKT02283,Canada,Free
TKT02284,Canada,Free
TKT02285,UK,Premium
TKT02286,India,Free
TKT02287,US,Premium
TKT02288,India,Free
TKT02289,US,Free
TKT02290,India,Free
TKT02291,India,Premium
TKT02292,US,Free
TKT02293,UK,Free
TKT02294,Canada,Enterprise
TKT02295,Canada,Premium
TKT02296,India,Premium
TKT02297,US,Enterprise
TKT02298,India,Free
TKT02299,Canada,Enterprise
TKT02300,Canada,Free
TKT02301,UK,Enterprise
TKT02302,UK,Free
TKT02303,US,Enterprise
TKT02304,India,Free
TKT02305,Canada,Free
TKT02306,UK,Free
TKT02307,US,Free
TKT02308,India,Free
TKT02309,Canada,Free
TKT02310,US,Premium
TKT02311,Canada,Free
TKT02312,US,Enterprise
TKT02313,UK,Free
TKT02314,Canada,Premium
TKT02315,US,Free
TKT02316,US,Free
TKT02317,US,Free
TKT02318,UK,Enterprise
TKT02319,Canada,Free
TKT02320,India,Enterprise
TKT02321,UK,Premium
TKT02322,India,Free
TKT02323,Canada,Enterprise
TKT02324,Canada,Free
TKT02325,Canada,Free
TKT02326,India,Free
TKT02327,India,Enterprise
TKT02328,UK,Free
TKT02329,US,Free
TKT02330,India,Free
TKT02331,US,Premium
TKT02332,UK,Free
TKT02333,US,Premium
TKT02334,India,Enterprise
TKT02335,UK,Free
TKT02336,India,Free
TKT02337,US,Free
TKT02338,Canada,Free
TKT02339,India,Free
TKT02340,UK,Free
TKT02341,UK,Premium
TKT02342,US,Premium
TKT02343,US,Premium
TKT02344,India,Free
TKT02345,India,Free
TKT02346,Canada,Premium
TKT02347,Canada,Enterprise
TKT02348,Canada,Enterprise
TKT02349,India,Free
TKT02350,India,Premium
TKT02351,UK,Free
TKT02352,UK,Premium
TKT02353,India,Free
TKT02354,India,Premium
TKT02355,UK,Enterprise
TKT02356,UK,Premium
TKT02357,Canada,Premium
TKT02358,US,Free
TKT02359,Canada,Premium
TKT02360,UK,Free
TKT02361,India,Free
TKT02362,India,Free
TKT02363,Canada,Premium
TKT02364,UK,Free
TKT02365,US,Premium
TKT02366,Canada,Enterprise
TKT02367,UK,Free
TKT02368,UK,Premium
TKT02369,Canada,Free
TKT02370,UK,Free
TKT02371,UK,Free
TKT02372,India,Premium
TKT02373,India,Premium
TKT02374,India,Free
TKT02375,UK,Premium
TKT02376,US,Free
TKT02377,India,Free
TKT02378,Canada,Free
TKT02379,Canada,Premium
TKT02380,US,Free
TKT02381,Canada,Premium
TKT02382,Canada,Free
TKT02383,India,Premium
TKT02384,Canada,Free
TKT02385,India,Free
TKT02386,India,Free
TKT02387,US,Free
TKT02388,Canada,Premium
TKT02389,UK,Free
TKT02390,UK,Free
TKT02391,India,Premium
TKT02392,India,Premium
TKT02393,UK,Free
TKT02394,India,Enterprise
TKT02395,US,Enterprise
TKT02396,UK,Free
TKT02397,US,Enterprise
TKT02398,UK,Free
TKT02399,UK,Enterprise
TKT02400,India,Premium
TKT02401,India,Free
TKT02402,India,Enterprise
TKT02403,India,Enterprise
TKT02404,Canada,Premium
TKT02405,UK,Premium
TKT02406,India,Premium
TKT02407,India,Free
TKT02408,UK,Free
TKT02409,US,Free
TKT02410,US,Premium
TKT02411,Canada,Premium
TKT02412,India,Free
TKT02413,Canada,Free
TKT02414,India,Free
TKT02415,UK,Free
TKT02416,US,Enterprise
TKT02417,India,Enterprise
TKT02418,Canada,Free
TKT02419,UK,Premium
TKT02420,UK,Free
TKT02421,Canada,Premium
TKT02422,UK,Enterprise
TKT02423,India,Free
TKT02424,US,Free
TKT02425,US,Free
TKT02426,UK,Enterprise
TKT02427,Canada,Free
TKT02428,UK,Free
TKT02429,UK,Enterprise
TKT02430,US,Free
TKT02431,Canada,Premium
TKT02432,India,Premium
TKT02433,US,Free
TKT02434,India,Enterprise
TKT02435,India,Premium
TKT02436,US,Free
TKT02437,UK,Premium
TKT02438,UK,Free
TKT02439,Canada,Free
TKT02440,Canada,Enterprise
TKT02441,Canada,Enterprise
TKT02442,US,Free
TKT02443,US,Premium
TKT02444,US,Premium
TKT02445,Canada,Premium
TKT02446,India,Free
TKT02447,India,Premium
TKT02448,Canada,Free
TKT02449,UK,Free
TKT02450,Canada,Free
TKT02451,UK,Free
TKT02452,US,Premium
TKT02453,India,Premium
TKT02454,US,Free
TKT02455,India,Enterprise
TKT02456,Canada,Enterprise
TKT02457,UK,Premium
TKT02458,India,Premium
TKT02459,UK,Premium
TKT02460,India,Premium
TKT02461,US,Enterprise
TKT02462,Canada,Premium
TKT02463,Canada,Premium
TKT02464,Canada,Free
TKT02465,India,Enterprise
TKT02466,Canada,Free
TKT02467,Canada,Premium
TKT02468,India,Premium
TKT02469,Canada,Enterprise
TKT02470,Canada,Free
TKT02471,UK,Free
TKT02472,India,Free
TKT02473,UK,Premium
TKT02474,UK,Enterprise
TKT02475,US,Premium
TKT02476,UK,Free
TKT02477,UK,Free
TKT02478,US,Free
TKT02479,UK,Free
TKT02480,India,Free
TKT02481,US,Premium
TKT02482,UK,Free
TKT02483,Canada,Premium
TKT02484,Canada,Free
TKT02485,UK,Free
TKT02486,India,Enterprise
TKT02487,US,Premium
TKT02488,US,Free
TKT02489,US,Enterprise
TKT02490,US,Free
TKT02491,US,Free
TKT02492,India,Enterprise
TKT02493,US,Premium
TKT02494,UK,Free
TKT02495,Canada,Enterprise
TKT02496,India,Premium
TKT02497,India,Premium
TKT02498,India,Free
TKT02499,India,Free
TKT02500,Canada,Enterprise
TKT02501,Canada,Free
TKT02502,India,Premium
TKT02503,US,Premium
TKT02504,India,Premium
TKT02505,India,Enterprise
TKT02506,Canada,Free
TKT02507,India,Free
TKT02508,Canada,Enterprise
TKT02509,Canada,Free
TKT02510,Canada,Premium
TKT02511,US,Free
TKT02512,India,Free
TKT02513,UK,Free
TKT02514,UK,Free
TKT02515,US,Free
TKT02516,India,Enterprise
TKT02517,US,Free
TKT02518,UK,Premium
TKT02519,India,Free
TKT02520,UK,Enterprise
TKT02521,Canada,Premium
TKT02522,US,Premium
TKT02523,US,Enterprise
TKT02524,India,Free
TKT02525,India,Enterprise
TKT02526,UK,Free
TKT02527,UK,Enterprise
TKT02528,UK,Premium
TKT02529,US,Free
TKT02530,US,Free
TKT02531,US,Free
TKT02532,UK,Premium
TKT02533,India,Free
TKT02534,India,Enterprise
TKT02535,Canada,Premium
TKT02536,UK,Free
TKT02537,US,Premium
TKT02538,US,Free
TKT02539,UK,Free
TKT02540,US,Enterprise
TKT02541,India,Free
TKT02542,UK,Free
TKT02543,India,Premium
TKT02544,UK,Enterprise
TKT02545,UK,Enterprise
TKT02546,India,Free
TKT02547,Canada,Free
TKT02548,Canada,Free
TKT02549,India,Premium
TKT02550,India,Premium
TKT02551,India,Free
TKT02552,Canada,Free
TKT02553,India,Premium
TKT02554,UK,Premium
TKT02555,UK,Enterprise
TKT02556,India,Free
TKT02557,India,Premium
TKT02558,India,Free
TKT02559,US,Free
TKT02560,UK,Premium
TKT02561,India,Premium
TKT02562,US,Free
TKT02563,Canada,Free
TKT02564,India,Free
TKT02565,UK,Enterprise
TKT02566,India,Free
TKT02567,US,Enterprise
TKT02568,Canada,Free
TKT02569,US,Free
TKT02570,UK,Premium
TKT02571,Canada,Free
TKT02572,UK,Enterprise
TKT02573,Canada,Free
TKT02574,Canada,Free
TKT02575,Canada,Enterprise
TKT02576,India,Premium
TKT02577,US,Premium
TKT02578,India,Free
TKT02579,Canada,Free
TKT02580,US,Free
TKT02581,Canada,Premium
TKT02582,India,Free
TKT02583,Canada,Enterprise
TKT02584,India,Free
TKT02585,UK,Free
TKT02586,India,Free
TKT02587,UK,Free
TKT02588,UK,Free
TKT02589,UK,Premium
TKT02590,India,Premium
TKT02591,India,Free
TKT02592,UK,Premium
TKT02593,US,Enterprise
TKT02594,UK,Free
TKT02595,India,Free
TKT02596,India,Premium
TKT02597,Canada,Free
TKT02598,India,Free
TKT02599,US,Premium
TKT02600,India,Free
TKT02601,Canada,Premium
TKT02602,India,Free
TKT02603,Canada,Enterprise
TKT02604,UK,Enterprise
TKT02605,India,Free
TKT02606,US,Premium
TKT02607,India,Free
TKT02608,UK,Free
TKT02609,India,Enterprise
TKT02610,US,Free
TKT02611,India,Free
TKT02612,Canada,Free
TKT02613,UK,Free
TKT02614,Canada,Free
TKT02615,India,Enterprise
TKT02616,UK,Premium
TKT02617,India,Free
TKT02618,US,Free
TKT02619,UK,Free
TKT02620,US,Enterprise
TKT02621,UK,Premium
TKT02622,Canada,Free
TKT02623,Canada,Enterprise
TKT02624,UK,Enterprise
TKT02625,US,Premium
TKT02626,Canada,Enterprise
TKT02627,Canada,Free
TKT02628,Canada,Free
TKT02629,Canada,Enterprise
TKT02630,Canada,Free
TKT02631,Canada,Free
TKT02632,India,Free
TKT02633,India,Premium
TKT02634,UK,Premium
TKT02635,UK,Enterprise
TKT02636,India,Premium
TKT02637,UK,Enterprise
TKT02638,Canada,Premium
TKT02639,UK,Free
TKT02640,India,Premium
TKT02641,UK,Free
TKT02642,US,Free
TKT02643,India,Free
TKT02644,Canada,Premium
TKT02645,UK,Premium
TKT02646,Canada,Premium
TKT02647,UK,Free
TKT02648,India,Free
TKT02649,UK,Premium
TKT02650,Canada,Free
TKT02651,India,Free
TKT02652,Canada,Enterprise
TKT02653,UK,Enterprise
TKT02654,India,Free
TKT02655,UK,Free
TKT02656,India,Premium
TKT02657,US,Free
TKT02658,Canada,Free
TKT02659,UK,Premium
TKT02660,UK,Premium
TKT02661,India,Premium
TKT02662,Canada,Enterprise
TKT02663,India,Premium
TKT02664,US,Premium
TKT02665,US,Enterprise
TKT02666,Canada,Free
TKT02667,Canada,Premium
TKT02668,UK,Enterprise
TKT02669,Canada,Enterprise
TKT02670,UK,Free
TKT02671,UK,Free
TKT02672,India,Free
TKT02673,Canada,Premium
TKT02674,UK,Free
TKT02675,US,Free
TKT02676,UK,Free
TKT02677,US,Free
TKT02678,US,Enterprise
TKT02679,Canada,Free
TKT02680,India,Free
TKT02681,UK,Free
TKT02682,US,Premium
TKT02683,Canada,Free
TKT02684,India,Premium
TKT02685,US,Free
TKT02686,UK,Free
TKT02687,India,Free
TKT02688,UK,Premium
TKT02689,India,Free
TKT02690,UK,Free
TKT02691,UK,Premium
TKT02692,Canada,Free
TKT02693,US,Free
TKT02694,UK,Free
TKT02695,US,Enterprise
TKT02696,UK,Free
TKT02697,US,Free
TKT02698,India,Free
TKT02699,US,Premium
TKT02700,India,Enterprise
TKT02701,Canada,Premium
TKT02702,Canada,Premium
TKT02703,Canada,Free
TKT02704,Canada,Enterprise
TKT02705,US,Premium
TKT02706,India,Enterprise
TKT02707,UK,Enterprise
TKT02708,Canada,Premium
TKT02709,India,Free
TKT02710,Canada,Enterprise
TKT02711,US,Enterprise
TKT02712,Canada,Premium
TKT02713,UK,Free
TKT02714,Canada,Premium
TKT02715,US,Premium
TKT02716,UK,Free
TKT02717,Canada,Free
TKT02718,India,Free
TKT02719,UK,Enterprise
TKT02720,US,Premium
TKT02721,Canada,Free
TKT02722,India,Premium
TKT02723,US,Free
TKT02724,US,Free
TKT02725,UK,Premium
TKT02726,India,Free
TKT02727,UK,Free
TKT02728,UK,Premium
TKT02729,India,Premium
TKT02730,India,Free
TKT02731,Canada,Premium
TKT02732,India,Premium
TKT02733,India,Premium
TKT02734,US,Free
TKT02735,India,Free
TKT02736,Canada,Enterprise
TKT02737,Canada,Premium
TKT02738,UK,Premium
TKT02739,UK,Premium
TKT02740,India,Free
TKT02741,India,Free
TKT02742,UK,Free
TKT02743,India,Enterprise
TKT02744,India,Free
TKT02745,UK,Free
TKT02746,UK,Free
TKT02747,Canada,Enterprise
TKT02748,Canada,Premium
TKT02749,Canada,Free
TKT02750,India,Premium
TKT02751,UK,Free
TKT02752,Canada,Premium
TKT02753,Canada,Free
TKT02754,India,Free
TKT02755,Canada,Free
TKT02756,Canada,Premium
TKT02757,UK,Enterprise
TKT02758,Canada,Free
TKT02759,India,Free
TKT02760,US,Free
TKT02761,US,Free
TKT02762,India,Free
TKT02763,India,Free
TKT02764,Canada,Premium
TKT02765,Canada,Enterprise
TKT02766,Canada,Free
TKT02767,UK,Free
TKT02768,US,Free
TKT02769,India,Free
TKT02770,US,Enterprise
TKT02771,Canada,Enterprise
TKT02772,India,Free
TKT02773,India,Free
TKT02774,US,Premium
TKT02775,India,Premium
TKT02776,UK,Free
TKT02777,Canada,Enterprise
TKT02778,India,Free
TKT02779,India,Free
TKT02780,Canada,Free
TKT02781,UK,Premium
TKT02782,US,Enterprise
TKT02783,Canada,Free
TKT02784,Canada,Premium
TKT02785,US,Premium
TKT02786,US,Enterprise
TKT02787,US,Free
TKT02788,India,Premium
TKT02789,US,Free
TKT02790,UK,Free
TKT02791,India,Free
TKT02792,UK,Free
TKT02793,UK,Premium
TKT02794,India,Enterprise
TKT02795,India,Free
TKT02796,India,Free
TKT02797,US,Free
TKT02798,Canada,Enterprise
TKT02799,India,Free
TKT02800,Canada,Premium
TKT02801,Canada,Premium
TKT02802,India,Free
TKT02803,UK,Free
TKT02804,India,Free
TKT02805,UK,Premium
TKT02806,India,Premium
TKT02807,India,Free
TKT02808,Canada,Enterprise
TKT02809,US,Enterprise
TKT02810,Canada,Free
TKT02811,Canada,Free
TKT02812,UK,Premium
TKT02813,UK,Free
TKT02814,Canada,Enterprise
TKT02815,US,Premium
TKT02816,US,Free
TKT02817,UK,Premium
TKT02818,US,Premium
TKT02819,US,Free
TKT02820,India,Free
TKT02821,UK,Enterprise
TKT02822,UK,Free
TKT02823,US,Enterprise
TKT02824,India,Premium
TKT02825,India,Premium
TKT02826,India,Free
TKT02827,India,Free
TKT02828,India,Premium
TKT02829,US,Free
TKT02830,UK,Premium
TKT02831,Canada,Premium
TKT02832,India,Free
TKT02833,US,Free
TKT02834,US,Premium
TKT02835,India,Enterprise
TKT02836,UK,Enterprise
TKT02837,Canada,Premium
TKT02838,UK,Free
TKT02839,US,Free
TKT02840,UK,Free
TKT02841,UK,Premium
TKT02842,Canada,Premium
TKT02843,Canada,Free
TKT02844,US,Free
TKT02845,UK,Free
TKT02846,US,Premium
TKT02847,India,Free
TKT02848,US,Premium
TKT02849,Canada,Premium
TKT02850,India,Free
TKT02851,Canada,Free
TKT02852,India,Premium
TKT02853,UK,Enterprise
TKT02854,US,Free
TKT02855,Canada,Free
TKT02856,Canada,Free
TKT02857,US,Free
TKT02858,Canada,Premium
TKT02859,India,Free
TKT02860,India,Free
TKT02861,UK,Enterprise
TKT02862,UK,Enterprise
TKT02863,US,Free
TKT02864,Canada,Premium
TKT02865,UK,Free
TKT02866,US,Premium
TKT02867,US,Premium
TKT02868,US,Free
TKT02869,India,Premium
TKT02870,US,Premium
TKT02871,Canada,Free
TKT02872,India,Enterprise
TKT02873,Canada,Free
TKT02874,UK,Free
TKT02875,US,Enterprise
TKT02876,India,Free
TKT02877,UK,Free
TKT02878,India,Premium
TKT02879,India,Free
TKT02880,US,Free
TKT02881,US,Premium
TKT02882,India,Free
TKT02883,UK,Free
TKT02884,India,Enterprise
TKT02885,UK,Free
TKT02886,US,Enterprise
TKT02887,Canada,Premium
TKT02888,US,Free
TKT02889,India,Free
TKT02890,India,Enterprise
TKT02891,Canada,Free
TKT02892,US,Premium
TKT02893,UK,Enterprise
TKT02894,US,Free
TKT02895,India,Free
TKT02896,India,Premium
TKT02897,Canada,Premium
TKT02898,Canada,Enterprise
TKT02899,US,Enterprise
TKT02900,Canada,Premium
TKT02901,UK,Enterprise
TKT02902,UK,Enterprise
TKT02903,UK,Free
TKT02904,US,Free
TKT02905,Canada,Enterprise
TKT02906,UK,Premium
TKT02907,UK,Premium
TKT02908,India,Free
TKT02909,UK,Premium
TKT02910,India,Free
TKT02911,US,Free
TKT02912,US,Enterprise
TKT02913,Canada,Premium
TKT02914,India,Premium
TKT02915,UK,Enterprise
TKT02916,UK,Free
TKT02917,UK,Free
TKT02918,US,Free
TKT02919,US,Free
TKT02920,US,Free
TKT02921,US,Free
TKT02922,India,Free
TKT02923,UK,Enterprise
TKT02924,India,Enterprise
TKT02925,US,Enterprise
TKT02926,India,Premium
TKT02927,Canada,Premium
TKT02928,UK,Free
TKT02929,US,Free
TKT02930,Canada,Premium
TKT02931,India,Premium
TKT02932,US,Enterprise
TKT02933,India,Enterprise
TKT02934,India,Enterprise
TKT02935,US,Free
TKT02936,India,Premium
TKT02937,UK,Enterprise
TKT02938,Canada,Premium
TKT02939,UK,Free
TKT02940,India,Premium
TKT02941,UK,Premium
TKT02942,US,Premium
TKT02943,UK,Premium
TKT02944,UK,Premium
TKT02945,Canada,Free
TKT02946,US,Free
TKT02947,Canada,Premium
TKT02948,India,Free
TKT02949,India,Free
TKT02950,Canada,Premium
TKT02951,UK,Premium
TKT02952,US,Enterprise
TKT02953,India,Free
TKT02954,US,Free
TKT02955,India,Enterprise
TKT02956,India,Enterprise
TKT02957,US,Free
TKT02958,Canada,Premium
TKT02959,UK,Free
TKT02960,Canada,Premium
TKT02961,Canada,Free
TKT02962,Canada,Premium
TKT02963,India,Premium
TKT02964,India,Enterprise
TKT02965,US,Premium
TKT02966,US,Free
TKT02967,US,Premium
TKT02968,India,Premium
TKT02969,US,Free
TKT02970,India,Premium
TKT02971,UK,Free
TKT02972,Canada,Free
TKT02973,India,Premium
TKT02974,US,Premium
TKT02975,Canada,Enterprise
TKT02976,India,Free
TKT02977,US,Premium
TKT02978,Canada,Premium
TKT02979,India,Free
TKT02980,Canada,Free
TKT02981,Canada,Free
TKT02982,UK,Enterprise
TKT02983,UK,Premium
TKT02984,Canada,Free
TKT02985,Canada,Free
TKT02986,UK,Enterprise
TKT02987,US,Free
TKT02988,US,Enterprise
TKT02989,UK,Free
TKT02990,UK,Free
TKT02991,Canada,Free
TKT02992,India,Free
TKT02993,UK,Premium
TKT02994,US,Free
TKT02995,India,Free
TKT02996,India,Premium
TKT02997,India,Free
TKT02998,UK,Free
TKT02999,UK,Free
