ticket_id,ticket_text,tenure,department,priority
TKT00978,help customer request team system quotation upgrade error,13,Sales,Medium
TKT00979,platform issue customer experience improvement server,45,Sales,Medium
TKT00980,problem customer support server error charge,25,Tech,Medium
TKT00981,help customer platform plan demo suggestion,50,Sales,Medium
TKT00982,team customer support request issue login profile charge,22,Account,Medium
TKT00983,customer help problem experience suggestion profile,12,Feedback,Medium
TKT00984,problem system issue customer team invoice refund crash,28,Billing,High
TKT00985,help service support customer system quotation upgrade login,23,Sales,Low
TKT00986,customer problem support system team feature improvement invoice,25,Feedback,Medium
TKT00987,platform request problem quotation upgrade access,12,Sales,Medium
TKT00988,request issue platform system help quotation upgrade access,39,Sales,Medium
TKT00989,team platform customer request payment subscription upgrade,27,Billing,Medium
TKT00990,problem request system support server bug refund,48,Tech,Medium
TKT00991,support request system customer review suggestion authentication,38,Feedback,Medium
TKT00992,service issue problem customer request password profile error,11,Account,Medium
TKT00993,problem issue system crash error login,3,Tech,High
TKT00994,platform issue team service pricing quotation subscription,5,Sales,Medium
TKT00995,issue customer request help server bug feature,23,Tech,Medium
TKT00996,platform problem support system service crash error refund,2,Tech,High
TKT00997,problem customer platform request team pricing plan server,14,Sales,Medium
TKT00998,system platform service problem customer error crash plan,4,Tech,High
TKT00999,request system issue platform service review experience bug,36,Feedback,Medium
TKT01000,problem team customer improvement experience plan,20,Feedback,Medium
TKT01001,request service problem crash server improvement,26,Billing,High
TKT01002,problem service platform issue request review feature pricing,51,Feedback,Medium
TKT01003,problem customer request login access plan,37,Account,Medium
TKT01004,issue service help request pricing plan review,49,Sales,Medium
TKT01005,team request customer support issue payment refund server,26,Billing,Medium
TKT01006,platform service issue team profile password server,6,Account,Medium
TKT01007,support help problem system plan demo suggestion,22,Sales,Medium
TKT01008,service issue customer platform team authentication password payment,4,Account,Medium
TKT01009,service problem request platform support improvement suggestion upgrade,51,Feedback,Medium
TKT01010,issue service customer server error subscription,10,Tech,Medium
TKT01011,help service platform issue support access password error,59,Account,Medium
TKT01012,team service help problem error bug upgrade,53,Tech,Medium
TKT01013,customer team help platform system authentication profile bug,41,Account,Medium
TKT01014,team help service issue server crash login,54,Tech,High
TKT01015,help support issue invoice subscription quotation,39,Billing,Medium
TKT01016,issue team support customer request payment invoice authentication,40,Billing,Medium
TKT01017,team support issue problem access password payment,30,Account,Medium
TKT01018,support problem request system customer crash error improvement,46,Tech,High
TKT01019,system help platform subscription refund upgrade,60,Billing,Medium
TKT01020,support system issue api error upgrade,6,Tech,Medium
TKT01021,team request platform service suggestion feature crash,49,Feedback,High
TKT01022,support help platform password authentication suggestion,41,Account,Medium
TKT01023,system request problem help platform feature experience login,43,Feedback,Medium
TKT01024,platform service customer system team error bug profile,17,Tech,Medium
TKT01025,system customer platform password access feature,45,Account,Medium
TKT01026,team request issue experience feature authentication,29,Feedback,Medium
TKT01027,problem support issue request customer authentication login bug,37,Account,Medium
TKT01028,service problem support platform experience improvement password,41,Feedback,Medium
TKT01029,platform customer service suggestion experience bug,6,Feedback,Low
TKT01030,help support service team review experience upgrade,16,Feedback,Low
TKT01031,customer service issue platform profile login pricing,39,Account,Medium
TKT01032,request service customer suggestion improvement server,17,Feedback,Low
TKT01033,issue request team support password login pricing,59,Feedback,Medium
TKT01034,service support problem issue help server crash feature,28,Tech,High
TKT01035,platform request problem improvement suggestion pricing,6,Feedback,Medium
TKT01036,issue support platform customer authentication login feature,6,Account,Medium
TKT01037,platform problem request system api bug charge,36,Tech,Medium
TKT01038,platform help support service issue login authentication demo,30,Account,Medium
TKT01039,support service problem request platform plan demo refund,58,Sales,Medium
TKT01040,customer support team help review experience quotation,6,Feedback,Low
TKT01041,support problem request system customer login authentication quotation,24,Account,Medium
TKT01042,platform issue system service help charge payment profile,8,Billing,Medium
TKT01043,customer request system api error demo,39,Tech,Medium
TKT01044,platform support service feature improvement plan,58,Feedback,Medium
TKT01045,help team system platform service experience feature server,27,Feedback,Medium
TKT01046,system issue customer team review suggestion payment,31,Feedback,Medium
TKT01047,issue problem request service error crash charge,9,Tech,High
TKT01048,issue help customer server crash profile,7,Tech,High
TKT01049,issue team request customer support api bug subscription,10,Tech,Medium
TKT01050,platform team customer system service feature review error,7,Feedback,Medium
TKT01051,support issue service problem team password profile crash,45,Account,High
TKT01052,team support customer issue request refund payment error,3,Billing,Medium
TKT01053,system problem team help bug api charge,56,Tech,Medium
TKT01054,request platform customer bug crash review,59,Tech,High
TKT01055,problem service team profile access feature,15,Account,Medium
TKT01056,help customer team system experience improvement plan,59,Feedback,Medium
TKT01057,issue customer request charge payment crash,55,Billing,High
TKT01058,support service problem request login access experience,12,Account,Medium
TKT01059,support problem issue access authentication refund,14,Account,Medium
TKT01060,support service team system customer review experience invoice,14,Feedback,Low
TKT01061,team customer service system improvement experience api,19,Feedback,Low
TKT01062,request problem system platform help authentication profile quotation,34,Account,Medium
TKT01063,request system help problem upgrade quotation feature,39,Sales,Medium
TKT01064,problem service platform issue system profile access error,40,Account,Medium
TKT01065,system issue service request team login password charge,39,Account,Medium
TKT01066,customer help service team request review experience server,14,Feedback,Low
TKT01067,help service customer platform issue profile login subscription,54,Account,Medium
TKT01068,service platform support team improvement feature refund,45,Feedback,Medium
TKT01069,team customer issue support platform pricing quotation authentication,51,Sales,Medium
TKT01070,support team issue help customer review experience quotation,47,Feedback,Medium
TKT01071,problem request system refund invoice access,46,Billing,Medium
TKT01072,customer issue help service platform payment refund access,26,Billing,Medium
TKT01073,request problem support issue customer server crash quotation,45,Tech,High
TKT01074,help support problem platform request password profile improvement,32,Account,Medium
TKT01075,problem help system password profile suggestion,38,Tech,Medium
TKT01076,service problem platform customer issue server bug plan,44,Tech,Medium
TKT01077,system help service support server api plan,59,Tech,Medium
TKT01078,support customer help team demo plan bug,28,Sales,Medium
TKT01079,problem platform issue service team error server payment,23,Tech,Medium
TKT01080,customer system help invoice subscription feature,20,Billing,Low
TKT01081,system support platform service problem feature suggestion charge,50,Feedback,Medium
TKT01082,issue system team help review feature plan,57,Feedback,Medium
TKT01083,support problem request help improvement feature profile,27,Feedback,Medium
TKT01084,problem system service team experience feature quotation,7,Feedback,Medium
TKT01085,support help request problem review feature plan,41,Feedback,Medium
TKT01086,help team service crash api review,9,Tech,High
TKT01087,system team service charge invoice api,45,Billing,Medium
TKT01088,system customer support platform pricing demo access,27,Sales,Medium
TKT01089,issue problem team login password server,30,Account,Medium
TKT01090,support request problem issue improvement experience invoice,17,Billing,Medium
TKT01091,service customer problem request support suggestion feature profile,17,Feedback,Medium
TKT01092,customer request team support problem charge payment bug,14,Billing,Medium
TKT01093,team service system crash error review,47,Tech,High
TKT01094,team service request issue invoice refund improvement,12,Billing,Medium
TKT01095,team help service problem improvement review crash,25,Feedback,High
TKT01096,service customer help subscription refund error,27,Billing,Medium
TKT01097,team help service payment charge pricing,59,Billing,Medium
TKT01098,request problem customer payment subscription profile,45,Billing,Medium
TKT01099,platform service problem team system access authentication upgrade,29,Account,Medium
TKT01100,support customer request issue api bug suggestion,4,Tech,Medium
TKT01101,customer system support profile password server,51,Account,Medium
TKT01102,team customer platform request issue profile password suggestion,13,Account,Medium
TKT01103,service problem help team customer review experience upgrade,13,Feedback,Medium
TKT01104,request service system support access profile demo,40,Account,Medium
TKT01105,system problem help issue profile access review,9,Account,Medium
TKT01106,team help system experience review password,48,Feedback,Medium
TKT01107,team support service login profile server,9,Account,Low
TKT01108,support request system team customer pricing plan profile,42,Sales,Medium
TKT01109,platform service issue request system login password api,34,Account,Medium
TKT01110,request service system help customer suggestion review crash,51,Sales,High
TKT01111,customer request system invoice charge upgrade,49,Billing,Medium
TKT01112,problem issue support service login access crash,28,Account,High
TKT01113,request system support customer team access login server,44,Account,Medium
TKT01114,system customer service problem bug api experience,5,Tech,Medium
TKT01115,problem request issue team api bug quotation,52,Tech,Medium
TKT01116,problem platform help upgrade plan login,10,Sales,Medium
TKT01117,team system customer platform quotation upgrade crash,17,Sales,High
TKT01118,request system platform customer subscription charge quotation,21,Billing,Low
TKT01119,support issue team problem pricing plan server,44,Sales,Medium
TKT01120,support problem system bug server upgrade,31,Tech,Medium
TKT01121,service team system upgrade plan improvement,42,Sales,Medium
TKT01122,issue system team support problem invoice refund improvement,59,Billing,Medium
TKT01123,service issue team customer demo upgrade crash,17,Sales,High
TKT01124,help team problem error bug pricing,21,Tech,Medium
TKT01125,support problem help customer api crash invoice,55,Tech,High
TKT01126,problem help issue error server suggestion,22,Tech,Medium
TKT01127,customer request system team problem login profile experience,37,Account,Medium
TKT01128,team issue help customer crash server invoice,15,Tech,High
TKT01129,service system platform request upgrade quotation server,37,Sales,Medium
TKT01130,support issue help request server bug review,35,Tech,Medium
TKT01131,service platform help request access login bug,2,Account,Low
TKT01132,team request problem server error profile,25,Tech,Medium
TKT01133,team issue support customer refund payment pricing,17,Billing,Medium
TKT01134,request help problem platform plan demo server,17,Sales,Medium
TKT01135,team help support customer problem api bug refund,46,Tech,Medium
TKT01136,customer help service problem platform access profile quotation,56,Account,Medium
TKT01137,issue system problem invoice subscription login,60,Billing,Medium
TKT01138,team customer problem support refund subscription error,17,Billing,Medium
TKT01139,support issue system invoice refund profile,16,Billing,Medium
TKT01140,help request platform experience suggestion access,4,Feedback,Low
TKT01141,issue request support password authentication improvement,13,Account,Medium
TKT01142,platform problem system customer help suggestion experience login,23,Feedback,Medium
TKT01143,support issue help request service refund invoice bug,33,Billing,Medium
TKT01144,platform system issue review improvement pricing,31,Feedback,Medium
TKT01145,system problem team customer review suggestion plan,14,Feedback,Medium
TKT01146,platform customer request service upgrade plan api,33,Sales,Medium
TKT01147,support system team request password login refund,60,Account,Medium
TKT01148,issue help support team platform plan pricing authentication,32,Sales,Medium
TKT01149,service system issue profile authentication suggestion,59,Account,Medium
TKT01150,platform team system help request quotation plan suggestion,34,Sales,Medium
TKT01151,service request issue system platform password authentication review,21,Account,Medium
TKT01152,service platform request quotation demo login,42,Sales,Medium
TKT01153,platform support issue system customer error server charge,51,Tech,Medium
TKT01154,system help support profile login bug,15,Account,Low
TKT01155,customer help service demo upgrade authentication,12,Sales,Low
TKT01156,team help issue request api error experience,39,Tech,Medium
TKT01157,support customer issue request crash bug improvement,14,Tech,High
TKT01158,help service customer charge payment improvement,20,Billing,Low
TKT01159,support issue service customer bug server experience,40,Tech,Medium
TKT01160,request problem team system experience review subscription,45,Feedback,Medium
TKT01161,issue request system upgrade demo crash,22,Sales,High
TKT01162,issue platform request customer system subscription refund plan,8,Billing,Medium
TKT01163,issue system problem platform improvement feature charge,25,Feedback,Medium
TKT01164,problem platform team help refund subscription profile,43,Billing,Medium
TKT01165,support issue problem service login password quotation,27,Account,Medium
TKT01166,issue service support help quotation demo improvement,18,Sales,Medium
TKT01167,team problem platform help bug crash profile,19,Tech,High
TKT01168,customer issue team feature improvement refund,13,Feedback,Medium
TKT01169,service request help error api charge,23,Tech,Medium
TKT01170,team platform help crash api pricing,41,Tech,High
TKT01171,problem request help team server error suggestion,42,Tech,Medium
TKT01172,customer platform service review feature authentication,30,Feedback,Medium
TKT01173,platform service team problem review suggestion pricing,27,Feedback,Medium
TKT01174,help issue platform team login profile demo,51,Account,Medium
TKT01175,issue support system service demo upgrade password,30,Sales,Medium
TKT01176,service support system issue team pricing plan error,55,Sales,Medium
TKT01177,service customer request team help bug api profile,31,Tech,Medium
TKT01178,help team request service password authentication pricing,37,Account,Medium
TKT01179,team service help system password profile charge,48,Account,Medium
TKT01180,support customer team issue system experience improvement invoice,47,Feedback,Medium
TKT01181,issue service system invoice subscription feature,25,Billing,Medium
TKT01182,help system platform team request pricing upgrade refund,19,Sales,Low
TKT01183,issue system team service invoice charge experience,36,Billing,Medium
TKT01184,customer problem support platform profile login crash,41,Account,High
TKT01185,platform customer support authentication access improvement,35,Account,Medium
TKT01186,problem request support issue platform login profile refund,45,Account,Medium
TKT01187,issue service problem system platform authentication login crash,40,Account,High
TKT01188,platform customer system server api pricing,30,Tech,Medium
TKT01189,issue team platform customer problem pricing upgrade bug,23,Tech,Medium
TKT01190,platform request customer plan pricing crash,54,Sales,High
TKT01191,problem service help request charge invoice profile,41,Billing,Medium
TKT01192,service customer request problem feature improvement bug,52,Feedback,Medium
TKT01193,system issue platform support team access profile crash,60,Account,High
TKT01194,problem support system payment invoice demo,7,Tech,Medium
TKT01195,help system support review suggestion bug,55,Feedback,Medium
TKT01196,issue platform system support customer experience feature authentication,22,Feedback,Medium
TKT01197,service help issue request bug api experience,19,Tech,Medium
TKT01198,request team issue bug api payment,41,Tech,Medium
TKT01199,problem request system help issue refund subscription authentication,46,Billing,Medium
TKT01200,issue system request error bug experience,27,Tech,Medium
TKT01201,support system help problem error server invoice,5,Tech,Medium
TKT01202,platform service team profile password bug,2,Account,Low
TKT01203,help service platform problem system password profile review,50,Account,Medium
TKT01204,system customer service feature suggestion login,16,Feedback,Low
TKT01205,problem support system pricing demo error,8,Sales,Medium
TKT01206,team support request suggestion feature upgrade,15,Feedback,Low
TKT01207,request help customer team service authentication access error,5,Account,Medium
TKT01208,system issue problem help bug crash pricing,15,Tech,High
TKT01209,help team issue error server authentication,37,Tech,Medium
TKT01210,customer platform support plan pricing experience,23,Sales,Low
TKT01211,help problem system payment invoice login,43,Billing,Medium
TKT01212,support platform customer request problem demo pricing crash,35,Sales,High
TKT01213,system problem request service issue crash bug password,3,Tech,High
TKT01214,customer issue team request review feature profile,8,Feedback,Medium
TKT01215,help customer team error server profile,15,Tech,Medium
TKT01216,system platform service customer request demo plan payment,36,Sales,Medium
TKT01217,issue help support service login profile feature,58,Account,Medium
TKT01218,platform team issue help system subscription charge pricing,58,Billing,Medium
TKT01219,request team service crash server suggestion,25,Tech,High
TKT01220,system request problem plan demo refund,5,Sales,Medium
TKT01221,issue request support help system suggestion experience api,3,Feedback,Medium
TKT01222,help customer system platform service login access upgrade,19,Account,Low
TKT01223,customer platform support authentication password improvement,24,Account,Low
TKT01224,support service issue system platform pricing demo profile,25,Sales,Medium
TKT01225,system support team authentication profile bug,58,Account,Medium
TKT01226,system platform problem review suggestion invoice,6,Feedback,Medium
TKT01227,problem customer request team upgrade pricing refund,23,Sales,Medium
TKT01228,customer system help access password quotation,44,Account,Medium
TKT01229,service team issue feature suggestion password,9,Feedback,Medium
TKT01230,request system platform help profile login refund,52,Account,Medium
TKT01231,customer issue platform invoice charge pricing,13,Billing,Medium
TKT01232,support issue request charge invoice suggestion,18,Billing,Medium
TKT01233,request customer support platform team access profile quotation,4,Account,Low
TKT01234,issue platform customer request service upgrade plan server,48,Sales,Medium
TKT01235,request problem customer issue service improvement suggestion access,1,Feedback,Medium
TKT01236,request support service team review experience api,16,Feedback,Low
TKT01237,issue system customer team service profile login invoice,12,Account,Medium
TKT01238,help service support issue platform plan quotation access,43,Sales,Medium
TKT01239,platform problem team feature experience error,54,Feedback,Medium
TKT01240,support team system customer platform access authentication experience,59,Account,Medium
TKT01241,platform system request issue subscription payment review,33,Billing,Medium
TKT01242,team problem service pricing demo profile,18,Sales,Medium
TKT01243,team service customer issue improvement feature authentication,29,Feedback,Medium
TKT01244,request service help customer password profile improvement,60,Account,Medium
TKT01245,system request customer problem pricing plan password,28,Sales,Medium
TKT01246,service platform team issue demo pricing invoice,51,Sales,Medium
TKT01247,request help system experience review quotation,14,Feedback,Low
TKT01248,system request service platform customer pricing upgrade invoice,18,Sales,Low
TKT01249,issue system problem service request authentication access quotation,18,Account,Medium
TKT01250,customer support platform bug error charge,51,Tech,Medium
TKT01251,support problem team system help demo plan experience,33,Sales,Medium
TKT01252,help problem service team customer authentication password feature,56,Account,Medium
TKT01253,customer team help platform request pricing quotation access,48,Sales,Medium
TKT01254,request platform customer service crash server suggestion,19,Tech,High
TKT01255,service problem issue review improvement subscription,54,Feedback,Medium
TKT01256,help problem team support platform pricing upgrade password,12,Sales,Medium
TKT01257,issue platform problem feature suggestion plan,57,Feedback,Medium
TKT01258,help support team service issue authentication access improvement,18,Account,Medium
TKT01259,request platform customer payment invoice api,56,Billing,Medium
TKT01260,help issue customer team service crash server demo,17,Tech,High
TKT01261,issue help service system bug crash review,47,Tech,High
TKT01262,request system issue customer experience review plan,40,Feedback,Medium
TKT01263,problem platform issue team customer crash server improvement,31,Tech,High
TKT01264,system issue problem customer login authentication pricing,48,Account,Medium
TKT01265,help platform problem request customer upgrade plan suggestion,33,Sales,Medium
TKT01266,request issue platform team help demo pricing login,30,Sales,Medium
TKT01267,problem customer system platform experience improvement plan,42,Feedback,Medium
TKT01268,request customer help platform issue password access invoice,25,Account,Medium
TKT01269,team problem issue service help api crash profile,31,Tech,High
TKT01270,system customer service profile authentication subscription,25,Account,Medium
TKT01271,problem customer help pricing quotation suggestion,32,Feedback,Medium
TKT01272,team system platform api crash profile,21,Tech,High
TKT01273,support help system request platform improvement experience pricing,25,Feedback,Medium
TKT01274,team request issue system platform pricing plan charge,32,Sales,Medium
TKT01275,support service problem feature improvement subscription,34,Feedback,Medium
TKT01276,issue problem request customer crash server charge,20,Tech,High
TKT01277,customer problem team request api server refund,20,Tech,Medium
TKT01278,customer issue system bug error experience,42,Tech,Medium
TKT01279,team system platform service error crash quotation,10,Tech,High
TKT01280,platform service team issue plan quotation bug,30,Sales,Medium
TKT01281,problem system team support quotation upgrade profile,57,Sales,Medium
TKT01282,customer support system problem error crash feature,51,Tech,High
TKT01283,request help system review improvement login,45,Feedback,Medium
TKT01284,issue platform customer demo quotation improvement,2,Sales,Medium
TKT01285,service team help issue problem review experience invoice,8,Feedback,Medium
TKT01286,platform customer issue help team error crash profile,51,Tech,High
TKT01287,issue customer problem service upgrade quotation review,59,Sales,Medium
TKT01288,customer service support system issue experience suggestion charge,60,Feedback,Medium
TKT01289,platform support system request service charge payment password,11,Billing,Low
TKT01290,help team platform authentication profile quotation,50,Account,Medium
TKT01291,request team problem issue platform access password plan,29,Account,Medium
TKT01292,platform request team problem customer password access suggestion,14,Account,Medium
TKT01293,request help problem payment refund server,2,Billing,Medium
TKT01294,problem platform request system plan pricing crash,42,Sales,High
TKT01295,team platform request support customer upgrade pricing subscription,25,Sales,Medium
TKT01296,system issue problem invoice payment access,25,Billing,Medium
TKT01297,support problem platform demo upgrade invoice,15,Sales,Medium
TKT01298,service platform support system request pricing upgrade charge,17,Sales,Low
TKT01299,support problem system help customer refund subscription quotation,4,Billing,Medium
TKT01300,team customer platform authentication password bug,24,Account,Low
TKT01301,customer platform request help api crash profile,23,Tech,High
TKT01302,team problem request system support payment subscription plan,13,Billing,Medium
TKT01303,support team system invoice payment upgrade,17,Billing,Low
TKT01304,customer support help service upgrade demo crash,27,Sales,High
TKT01305,team problem platform request review feature plan,60,Feedback,Medium
TKT01306,customer help request platform support api bug profile,50,Tech,Medium
TKT01307,customer system team help service improvement suggestion quotation,24,Feedback,Low
TKT01308,customer system request support plan quotation improvement,26,Sales,Medium
TKT01309,customer service system help problem experience suggestion pricing,58,Feedback,Medium
TKT01310,issue platform support help charge subscription improvement,36,Billing,Medium
TKT01311,platform problem team system bug error payment,15,Tech,Medium
TKT01312,service platform system support bug crash refund,5,Tech,High
TKT01313,issue request platform help refund charge password,54,Billing,Medium
TKT01314,problem platform support team request authentication profile quotation,2,Account,Medium
TKT01315,support request platform help refund subscription review,43,Billing,Medium
TKT01316,problem system issue customer team experience feature upgrade,43,Feedback,Medium
TKT01317,customer system problem login password review,6,Feedback,Medium
TKT01318,request service platform help system payment refund login,50,Billing,Medium
TKT01319,team service problem issue refund charge api,54,Billing,Medium
TKT01320,problem system issue improvement review charge,48,Feedback,Medium
TKT01321,team system service request plan upgrade charge,45,Sales,Medium
TKT01322,request help issue payment invoice quotation,23,Billing,Medium
TKT01323,system issue problem service crash api profile,33,Tech,High
TKT01324,service request problem feature experience charge,9,Feedback,Medium
TKT01325,request customer issue problem feature experience error,60,Feedback,Medium
TKT01326,issue platform help access login bug,46,Account,Medium
TKT01327,issue service request customer team invoice subscription password,59,Billing,Medium
TKT01328,team platform customer help issue invoice charge error,56,Billing,Medium
TKT01329,system team platform pricing plan login,3,Sales,Low
TKT01330,system help customer team issue error bug refund,15,Tech,Medium
TKT01331,support customer team platform feature suggestion payment,29,Feedback,Medium
TKT01332,team service support problem request quotation plan experience,15,Sales,Medium
TKT01333,system platform problem issue refund invoice upgrade,55,Billing,Medium
TKT01334,service issue help team problem plan demo feature,55,Feedback,Medium
TKT01335,request issue platform upgrade plan review,22,Sales,Medium
TKT01336,team customer service request quotation upgrade login,22,Sales,Low
TKT01337,customer support issue plan demo review,58,Feedback,Medium
TKT01338,help team platform server api invoice,45,Tech,Medium
TKT01339,problem service team platform customer payment invoice error,25,Billing,Medium
TKT01340,customer help problem system pricing quotation password,60,Sales,Medium
TKT01341,service help platform subscription payment plan,28,Billing,Medium
TKT01342,help platform service problem refund charge crash,58,Billing,High
TKT01343,problem system platform service team suggestion review refund,13,Feedback,Medium
TKT01344,platform system help team pricing demo payment,39,Sales,Medium
TKT01345,problem issue platform request customer charge refund feature,31,Billing,Medium
TKT01346,support platform team issue login profile quotation,18,Account,Medium
TKT01347,support platform customer team request pricing demo review,49,Billing,Medium
TKT01348,support platform problem issue login profile quotation,10,Account,Medium
TKT01349,team problem request error api login,44,Tech,Medium
TKT01350,team request support customer issue profile access crash,14,Account,High
TKT01351,service help support issue crash api invoice,27,Tech,High
TKT01352,platform request customer authentication profile payment,55,Account,Medium
TKT01353,team request support problem access authentication upgrade,4,Account,Medium
TKT01354,customer system request subscription invoice improvement,44,Billing,Medium
TKT01355,request platform customer team help password authentication demo,9,Account,Low
TKT01356,help support service review experience server,24,Feedback,Low
TKT01357,team problem customer access profile server,42,Account,Medium
TKT01358,system support help experience feature error,2,Feedback,Medium
TKT01359,platform help issue system charge subscription pricing,30,Billing,Medium
TKT01360,request team service customer platform quotation plan review,16,Sales,Low
TKT01361,customer support system problem invoice refund profile,20,Billing,Medium
TKT01362,problem system help team crash bug password,27,Tech,High
TKT01363,platform customer help review feature upgrade,11,Feedback,Low
TKT01364,platform help support demo plan bug,21,Sales,Low
TKT01365,issue problem system crash error subscription,46,Tech,High
TKT01366,support problem platform help pricing quotation bug,28,Sales,Medium
TKT01367,request problem service help suggestion improvement bug,46,Feedback,Medium
TKT01368,help customer team support access profile crash,35,Account,High
TKT01369,system help customer problem team crash api access,36,Tech,High
TKT01370,service request issue system crash api charge,33,Tech,High
TKT01371,platform request issue api crash demo,4,Tech,High
TKT01372,service system issue team request feature improvement password,29,Feedback,Medium
TKT01373,request support customer platform problem access login improvement,52,Account,Medium
TKT01374,help system service team issue authentication profile pricing,14,Account,Medium
TKT01375,team platform support help payment charge api,35,Billing,Medium
TKT01376,problem team help request platform bug api upgrade,37,Tech,Medium
TKT01377,platform issue system support help login profile suggestion,16,Account,Medium
TKT01378,team service request access password quotation,23,Account,Low
TKT01379,system customer help team platform authentication login charge,25,Account,Medium
TKT01380,support service help invoice subscription login,48,Billing,Medium
TKT01381,request team service problem system demo pricing payment,40,Sales,Medium
TKT01382,problem issue platform charge payment demo,44,Billing,Medium
TKT01383,problem system request charge invoice bug,46,Billing,Medium
TKT01384,request help problem support issue pricing plan payment,46,Sales,Medium
TKT01385,help platform customer system plan quotation profile,27,Sales,Medium
TKT01386,team help issue improvement experience refund,8,Feedback,Medium
TKT01387,request system customer team upgrade demo crash,57,Sales,High
TKT01388,system service customer request api crash improvement,21,Tech,High
TKT01389,help platform issue request customer error server demo,38,Tech,Medium
TKT01390,platform system team api crash review,14,Tech,High
TKT01391,request customer problem service access profile quotation,21,Billing,Medium
TKT01392,team help customer support service invoice refund crash,37,Billing,High
TKT01393,system help platform service customer invoice payment login,23,Billing,Low
TKT01394,issue team problem pricing quotation invoice,3,Sales,Medium
TKT01395,problem platform service request improvement suggestion login,9,Feedback,Medium
TKT01396,system help request support issue profile login review,13,Account,Medium
TKT01397,help team support quotation pricing suggestion,39,Sales,Medium
TKT01398,team request platform payment invoice server,43,Billing,Medium
TKT01399,help issue customer platform service quotation plan improvement,44,Sales,Medium
TKT01400,request issue customer bug crash charge,28,Tech,High
TKT01401,issue customer system team platform payment subscription access,21,Feedback,Medium
TKT01402,customer team platform upgrade demo subscription,13,Sales,Low
TKT01403,support issue platform service payment subscription demo,22,Billing,Medium
TKT01404,team customer problem platform issue pricing upgrade payment,27,Sales,Medium
TKT01405,system team platform problem service suggestion review bug,10,Feedback,Medium
TKT01406,customer help support invoice refund feature,1,Billing,Low
TKT01407,help support issue server error payment,8,Tech,Medium
TKT01408,platform service help support team plan pricing payment,21,Sales,Low
TKT01409,team help platform upgrade pricing charge,18,Sales,Low
TKT01410,issue system platform bug error access,37,Tech,Medium
TKT01411,platform help customer problem issue error bug charge,11,Tech,Medium
TKT01412,help system customer platform support payment charge upgrade,18,Billing,Low
TKT01413,issue help support charge refund access,20,Billing,Medium
TKT01414,system help problem service customer server crash upgrade,32,Tech,High
TKT01415,support service issue help platform password authentication demo,56,Account,Medium
TKT01416,customer support problem bug error improvement,48,Tech,Medium
TKT01417,support platform system error api payment,57,Tech,Medium
TKT01418,team customer service problem login password bug,28,Account,Medium
TKT01419,platform customer service charge refund error,47,Billing,Medium
TKT01420,team service help server crash upgrade,28,Tech,High
TKT01421,system customer problem upgrade pricing suggestion,8,Sales,Medium
TKT01422,team problem support help pricing upgrade bug,30,Sales,Medium
TKT01423,issue request help problem review experience subscription,48,Feedback,Medium
TKT01424,problem request help login password upgrade,38,Account,Medium
TKT01425,team service customer support platform demo upgrade error,16,Sales,Medium
TKT01426,support issue problem platform customer upgrade demo access,13,Sales,Medium
TKT01427,support help system customer service crash api payment,2,Tech,High
TKT01428,service support problem system review improvement api,20,Feedback,Medium
TKT01429,support help problem team platform server error demo,50,Tech,Medium
TKT01430,service request help authentication profile suggestion,30,Account,Medium
TKT01431,system customer service support bug server refund,45,Tech,Medium
TKT01432,team request system support help api error subscription,16,Tech,Medium
TKT01433,problem customer system issue support plan upgrade profile,21,Sales,Medium
TKT01434,team support service pricing plan profile,47,Sales,Medium
TKT01435,platform support help request customer payment subscription login,54,Billing,Medium
TKT01436,request customer service platform access login charge,6,Account,Low
TKT01437,team issue request quotation upgrade api,12,Sales,Medium
TKT01438,system issue customer error crash review,52,Tech,High
TKT01439,support customer request problem platform password authentication api,57,Account,Medium
TKT01440,request platform system plan pricing password,7,Sales,Low
TKT01441,customer support help authentication profile server,45,Account,Medium
TKT01442,help service platform request refund subscription error,9,Billing,Medium
TKT01443,service help customer team support server crash invoice,4,Tech,High
TKT01444,customer platform service system authentication access improvement,14,Account,Low
TKT01445,request problem support help feature improvement charge,33,Feedback,Medium
TKT01446,platform request problem refund charge experience,32,Billing,Medium
TKT01447,problem issue service review improvement invoice,11,Feedback,Medium
TKT01448,support help problem platform system improvement suggestion error,37,Feedback,Medium
TKT01449,support platform service team charge subscription pricing,13,Billing,Low
TKT01450,request service customer issue team api bug suggestion,36,Tech,Medium
TKT01451,issue team help payment charge demo,23,Sales,Medium
TKT01452,problem support issue server crash subscription,60,Tech,High
TKT01453,help platform request pricing plan password,25,Sales,Medium
TKT01454,system problem platform review experience server,30,Feedback,Medium
TKT01455,issue support help improvement feature bug,24,Billing,Medium
TKT01456,support help customer server bug experience,45,Tech,Medium
TKT01457,help platform team system demo quotation review,6,Sales,Low
TKT01458,customer issue platform system support password profile payment,26,Account,Medium
TKT01459,help system support customer request review experience crash,50,Feedback,High
TKT01460,help platform support customer issue review improvement server,15,Feedback,Medium
TKT01461,support team help authentication login suggestion,13,Billing,Low
TKT01462,team issue problem refund invoice authentication,44,Billing,Medium
TKT01463,platform request problem help login profile refund,52,Feedback,Medium
TKT01464,team support platform system help refund charge profile,45,Billing,Medium
TKT01465,platform customer team issue system crash error plan,7,Tech,High
