ticket_id,ticket_text,customer_tenure_months,previous_tickets_count
TKT01483,I would like more information about pricing and subscription plans.,12,0
TKT01484,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,3,2
TKT01485,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,43,2
TKT01486,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,18,1
TKT01487,I have suggestions to improve the usability of the product.,35,2
TKT01488,I was charged incorrectly and need clarification on my invoice.,40,3
TKT01489,I need assistance updating my account details and password.,22,3
TKT01490,I have suggestions to improve the usability of the product.,34,2
TKT01491,I need assistance updating my account details and password.,41,1
TKT01492,I need assistance updating my account details and password.,28,3
TKT01493,I need assistance updating my account details and password.,7,5
TKT01494,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,42,1
TKT01495,The application crashes frequently and shows unexpected errors.,18,3
TKT01496,The application crashes frequently and shows unexpected errors.,31,3
TKT01497,I would like more information about pricing and subscription plans.,20,2
TKT01498,I need assistance updating my account details and password.,22,1
TKT01499,I have suggestions to improve the usability of the product.,14,3
TKT01500,I would like more information about pricing and subscription plans.,33,4
TKT01501,The application crashes frequently and shows unexpected errors.,56,2
TKT01502,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,56,5
TKT01503,I have suggestions to improve the usability of the product.,20,2
TKT01504,I would like more information about pricing and subscription plans.,11,1
TKT01505,I would like more information about pricing and subscription plans.,54,1
TKT01506,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,22,1
TKT01507,I have suggestions to improve the usability of the product.,23,3
TKT01508,I was charged incorrectly and need clarification on my invoice.,13,3
TKT01509,I have suggestions to improve the usability of the product.,22,1
TKT01510,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,28,2
TKT01511,The application crashes frequently and shows unexpected errors.,12,2
TKT01512,I need assistance updating my account details and password.,25,1
TKT01513,I was charged incorrectly and need clarification on my invoice.,38,1
TKT01514,I was charged incorrectly and need clarification on my invoice.,48,2
TKT01515,I would like more information about pricing and subscription plans.,17,2
TKT01516,I have suggestions to improve the usability of the product.,38,1
TKT01517,The application crashes frequently and shows unexpected errors.,58,1
TKT01518,I have suggestions to improve the usability of the product.,42,1
TKT01519,I have suggestions to improve the usability of the product.,6,2
TKT01520,I would like more information about pricing and subscription plans.,37,4
TKT01521,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,10,2
TKT01522,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,32,3
TKT01523,I need assistance updating my account details and password.,17,2
TKT01524,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,39,2
TKT01525,I would like more information about pricing and subscription plans.,33,0
TKT01526,The application crashes frequently and shows unexpected errors.,5,4
TKT01527,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,41,0
TKT01528,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,28,1
TKT01529,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,19,3
TKT01530,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,6,2
TKT01531,I would like more information about pricing and subscription plans.,55,6
TKT01532,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,56,5
TKT01533,I have suggestions to improve the usability of the product.,38,3
TKT01534,The application crashes frequently and shows unexpected errors.,41,0
TKT01535,I need assistance updating my account details and password.,37,2
TKT01536,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,28,2
TKT01537,I need assistance updating my account details and password.,3,1
TKT01538,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,58,2
TKT01539,I need assistance updating my account details and password.,35,1
TKT01540,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,8,1
TKT01541,I was charged incorrectly and need clarification on my invoice.,25,0
TKT01542,The application crashes frequently and shows unexpected errors.,26,1
TKT01543,The application crashes frequently and shows unexpected errors.,45,0
TKT01544,I have suggestions to improve the usability of the product.,53,3
TKT01545,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,43,2
TKT01546,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,1,0
TKT01547,I would like more information about pricing and subscription plans.,54,1
TKT01548,I was charged incorrectly and need clarification on my invoice.,8,1
TKT01549,The application crashes frequently and shows unexpected errors.,45,4
TKT01550,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,53,2
TKT01551,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,27,1
TKT01552,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,10,3
TKT01553,I was charged incorrectly and need clarification on my invoice.,7,2
TKT01554,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,44,0
TKT01555,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,52,0
TKT01556,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,43,0
TKT01557,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,39,3
TKT01558,I was charged incorrectly and need clarification on my invoice.,56,3
TKT01559,The application crashes frequently and shows unexpected errors.,31,5
TKT01560,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,50,4
TKT01561,The application crashes frequently and shows unexpected errors.,31,0
TKT01562,I have suggestions to improve the usability of the product.,59,0
TKT01563,I have suggestions to improve the usability of the product.,23,0
TKT01564,The application crashes frequently and shows unexpected errors.,15,4
TKT01565,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,16,4
TKT01566,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,44,2
TKT01567,I would like more information about pricing and subscription plans.,34,2
TKT01568,I would like more information about pricing and subscription plans.,57,2
TKT01569,I have suggestions to improve the usability of the product.,8,1
TKT01570,I need assistance updating my account details and password.,38,0
TKT01571,The application crashes frequently and shows unexpected errors.,8,1
TKT01572,I was charged incorrectly and need clarification on my invoice.,15,2
TKT01573,The application crashes frequently and shows unexpected errors.,29,2
TKT01574,I have suggestions to improve the usability of the product.,51,1
TKT01575,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,23,4
TKT01576,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,28,5
TKT01577,I have suggestions to improve the usability of the product.,3,4
TKT01578,The application crashes frequently and shows unexpected errors.,20,4
TKT01579,I have suggestions to improve the usability of the product.,9,1
TKT01580,I have suggestions to improve the usability of the product.,28,2
TKT01581,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,45,5
TKT01582,The application crashes frequently and shows unexpected errors.,48,2
TKT01583,I was charged incorrectly and need clarification on my invoice.,32,1
TKT01584,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,49,1
TKT01585,The application crashes frequently and shows unexpected errors.,23,1
TKT01586,I need assistance updating my account details and password.,44,2
TKT01587,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,44,1
TKT01588,The application crashes frequently and shows unexpected errors.,14,2
TKT01589,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,12,4
TKT01590,I was charged incorrectly and need clarification on my invoice.,5,0
TKT01591,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,19,2
TKT01592,I would like more information about pricing and subscription plans.,37,0
TKT01593,I would like more information about pricing and subscription plans.,56,2
TKT01594,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,28,3
TKT01595,The application crashes frequently and shows unexpected errors.,12,0
TKT01596,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,46,2
TKT01597,I was charged incorrectly and need clarification on my invoice.,38,4
TKT01598,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,30,3
TKT01599,I would like more information about pricing and subscription plans.,2,1
TKT01600,I need assistance updating my account details and password.,2,3
TKT01601,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,57,3
TKT01602,I was charged incorrectly and need clarification on my invoice.,39,3
TKT01603,I have suggestions to improve the usability of the product.,44,3
TKT01604,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,19,3
TKT01605,I need assistance updating my account details and password.,38,0
TKT01606,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,5,4
TKT01607,The application crashes frequently and shows unexpected errors.,54,3
TKT01608,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,33,3
TKT01609,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,10,3
TKT01610,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,18,1
TKT01611,The application crashes frequently and shows unexpected errors.,55,1
TKT01612,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,8,1
TKT01613,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,19,1
TKT01614,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,4,2
TKT01615,I was charged incorrectly and need clarification on my invoice.,7,1
TKT01616,I have suggestions to improve the usability of the product.,3,1
TKT01617,The application crashes frequently and shows unexpected errors.,19,1
TKT01618,The application crashes frequently and shows unexpected errors.,29,2
TKT01619,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,8,0
TKT01620,The application crashes frequently and shows unexpected errors.,8,2
TKT01621,I need assistance updating my account details and password.,26,5
TKT01622,The application crashes frequently and shows unexpected errors.,27,1
TKT01623,I have suggestions to improve the usability of the product.,38,2
TKT01624,I would like more information about pricing and subscription plans.,54,3
TKT01625,The application crashes frequently and shows unexpected errors.,16,3
TKT01626,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,35,1
TKT01627,I would like more information about pricing and subscription plans.,18,2
TKT01628,I would like more information about pricing and subscription plans.,45,3
TKT01629,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,9,3
TKT01630,The application crashes frequently and shows unexpected errors.,2,0
TKT01631,I have suggestions to improve the usability of the product.,51,1
TKT01632,The application crashes frequently and shows unexpected errors.,32,0
TKT01633,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,26,2
TKT01634,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,3,3
TKT01635,I have suggestions to improve the usability of the product.,38,3
TKT01636,I have suggestions to improve the usability of the product.,52,5
TKT01637,The application crashes frequently and shows unexpected errors.,57,0
TKT01638,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,10,2
TKT01639,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,17,3
TKT01640,I need assistance updating my account details and password.,30,3
TKT01641,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,17,1
TKT01642,I need assistance updating my account details and password.,45,3
TKT01643,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,18,2
TKT01644,I would like more information about pricing and subscription plans.,24,2
TKT01645,The application crashes frequently and shows unexpected errors.,11,4
TKT01646,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,39,3
TKT01647,I would like more information about pricing and subscription plans.,44,2
TKT01648,I have suggestions to improve the usability of the product.,54,3
TKT01649,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,19,1
TKT01650,I have suggestions to improve the usability of the product.,17,3
TKT01651,I would like more information about pricing and subscription plans.,35,5
TKT01652,I would like more information about pricing and subscription plans.,49,3
TKT01653,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,37,4
TKT01654,I need assistance updating my account details and password.,5,1
TKT01655,I was charged incorrectly and need clarification on my invoice.,35,0
TKT01656,I would like more information about pricing and subscription plans.,37,1
TKT01657,I have suggestions to improve the usability of the product.,45,2
TKT01658,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,2,0
TKT01659,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,13,2
TKT01660,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,57,1
TKT01661,The application crashes frequently and shows unexpected errors.,56,2
TKT01662,I need assistance updating my account details and password.,23,3
TKT01663,I would like more information about pricing and subscription plans.,49,3
TKT01664,I was charged incorrectly and need clarification on my invoice.,37,1
TKT01665,I was charged incorrectly and need clarification on my invoice.,53,0
TKT01666,The application crashes frequently and shows unexpected errors.,30,3
TKT01667,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,22,3
TKT01668,I would like more information about pricing and subscription plans.,45,1
TKT01669,I have suggestions to improve the usability of the product.,8,1
TKT01670,I would like more information about pricing and subscription plans.,4,1
TKT01671,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,54,2
TKT01672,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,50,3
TKT01673,I would like more information about pricing and subscription plans.,24,0
TKT01674,I was charged incorrectly and need clarification on my invoice.,31,4
TKT01675,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,35,2
TKT01676,I was charged incorrectly and need clarification on my invoice.,47,2
TKT01677,I need assistance updating my account details and password.,38,2
TKT01678,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,43,0
TKT01679,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,18,3
TKT01680,I was charged incorrectly and need clarification on my invoice.,45,2
TKT01681,I would like more information about pricing and subscription plans.,35,5
TKT01682,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,51,1
TKT01683,The application crashes frequently and shows unexpected errors.,18,6
TKT01684,I need assistance updating my account details and password.,8,5
TKT01685,I would like more information about pricing and subscription plans.,12,1
TKT01686,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,29,3
TKT01687,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,9,3
TKT01688,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,1,5
TKT01689,I need assistance updating my account details and password.,57,1
TKT01690,The application crashes frequently and shows unexpected errors.,26,1
TKT01691,I need assistance updating my account details and password.,28,1
TKT01692,I need assistance updating my account details and password.,8,1
TKT01693,I have suggestions to improve the usability of the product.,24,2
TKT01694,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,9,3
TKT01695,I have suggestions to improve the usability of the product.,50,2
TKT01696,I need assistance updating my account details and password.,58,2
TKT01697,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,56,2
TKT01698,I have suggestions to improve the usability of the product.,20,4
TKT01699,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,32,1
TKT01700,I would like more information about pricing and subscription plans.,20,1
TKT01701,The application crashes frequently and shows unexpected errors.,18,2
TKT01702,The application crashes frequently and shows unexpected errors.,22,5
TKT01703,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,50,0
TKT01704,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,12,3
TKT01705,I have suggestions to improve the usability of the product.,8,1
TKT01706,I need assistance updating my account details and password.,26,1
TKT01707,The application crashes frequently and shows unexpected errors.,23,1
TKT01708,The application crashes frequently and shows unexpected errors.,54,0
TKT01709,I need assistance updating my account details and password.,51,2
TKT01710,I need assistance updating my account details and password.,44,3
TKT01711,I have suggestions to improve the usability of the product.,29,0
TKT01712,I have suggestions to improve the usability of the product.,50,2
TKT01713,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,31,3
TKT01714,I need assistance updating my account details and password.,28,2
TKT01715,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,39,0
TKT01716,I was charged incorrectly and need clarification on my invoice.,36,0
TKT01717,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,56,5
TKT01718,I need assistance updating my account details and password.,57,2
TKT01719,The application crashes frequently and shows unexpected errors.,47,2
TKT01720,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,46,0
TKT01721,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,45,1
TKT01722,I need assistance updating my account details and password.,22,1
TKT01723,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,1,1
TKT01724,I was charged incorrectly and need clarification on my invoice.,49,0
TKT01725,I need assistance updating my account details and password.,34,0
TKT01726,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,22,5
TKT01727,The application crashes frequently and shows unexpected errors.,7,3
TKT01728,I would like more information about pricing and subscription plans.,48,2
TKT01729,I need assistance updating my account details and password.,32,2
TKT01730,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,45,2
TKT01731,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,28,2
TKT01732,I was charged incorrectly and need clarification on my invoice.,19,5
TKT01733,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,18,1
TKT01734,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,2,2
TKT01735,The application crashes frequently and shows unexpected errors.,50,1
TKT01736,The application crashes frequently and shows unexpected errors.,26,4
TKT01737,I would like more information about pricing and subscription plans.,21,1
TKT01738,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,52,3
TKT01739,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,10,1
TKT01740,I would like more information about pricing and subscription plans.,3,2
TKT01741,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,18,1
TKT01742,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,9,2
TKT01743,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,27,1
TKT01744,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,15,2
TKT01745,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,16,0
TKT01746,I was charged incorrectly and need clarification on my invoice.,45,1
TKT01747,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,29,3
TKT01748,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,1,2
TKT01749,I have suggestions to improve the usability of the product.,47,2
TKT01750,I have suggestions to improve the usability of the product.,54,1
TKT01751,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,51,1
TKT01752,I have suggestions to improve the usability of the product.,58,2
TKT01753,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,25,1
TKT01754,I would like more information about pricing and subscription plans.,31,4
TKT01755,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,56,0
TKT01756,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,21,4
TKT01757,The application crashes frequently and shows unexpected errors.,50,2
TKT01758,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,45,2
TKT01759,I have suggestions to improve the usability of the product.,26,2
TKT01760,I need assistance updating my account details and password.,58,3
TKT01761,I need assistance updating my account details and password.,4,0
TKT01762,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,8,2
TKT01763,The application crashes frequently and shows unexpected errors.,21,4
TKT01764,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,13,1
TKT01765,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,1,4
TKT01766,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,34,4
TKT01767,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,48,2
TKT01768,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,23,4
TKT01769,The application crashes frequently and shows unexpected errors.,33,3
TKT01770,I was charged incorrectly and need clarification on my invoice.,55,2
TKT01771,I would like more information about pricing and subscription plans.,39,1
TKT01772,I would like more information about pricing and subscription plans.,44,4
TKT01773,I have suggestions to improve the usability of the product.,6,0
TKT01774,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,45,1
TKT01775,I need assistance updating my account details and password.,55,4
TKT01776,I was charged incorrectly and need clarification on my invoice.,53,4
TKT01777,I was charged incorrectly and need clarification on my invoice.,51,0
TKT01778,I need assistance updating my account details and password.,13,6
TKT01779,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,27,3
TKT01780,I would like more information about pricing and subscription plans.,35,2
TKT01781,I was charged incorrectly and need clarification on my invoice.,43,1
TKT01782,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,14,1
TKT01783,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,1,1
TKT01784,I would like more information about pricing and subscription plans.,27,4
TKT01785,I would like more information about pricing and subscription plans.,36,0
TKT01786,I was charged incorrectly and need clarification on my invoice.,8,1
TKT01787,The application crashes frequently and shows unexpected errors.,42,1
TKT01788,I need assistance updating my account details and password.,24,0
TKT01789,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,5,1
TKT01790,I was charged incorrectly and need clarification on my invoice.,45,2
TKT01791,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,9,1
TKT01792,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,37,4
TKT01793,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,47,3
TKT01794,The application crashes frequently and shows unexpected errors.,37,3
TKT01795,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,49,2
TKT01796,I need assistance updating my account details and password.,16,1
TKT01797,I need assistance updating my account details and password.,8,4
TKT01798,I would like more information about pricing and subscription plans.,37,2
TKT01799,The application crashes frequently and shows unexpected errors.,37,1
TKT01800,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,45,4
TKT01801,I was charged incorrectly and need clarification on my invoice.,11,2
TKT01802,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,57,1
TKT01803,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,59,0
TKT01804,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,18,3
TKT01805,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,18,3
TKT01806,I was charged incorrectly and need clarification on my invoice.,11,1
TKT01807,I need assistance updating my account details and password.,2,1
TKT01808,I need assistance updating my account details and password.,27,0
TKT01809,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,25,0
TKT01810,I would like more information about pricing and subscription plans.,29,1
TKT01811,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,56,3
TKT01812,I would like more information about pricing and subscription plans.,5,9
TKT01813,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,1,2
TKT01814,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,2,2
TKT01815,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,25,0
TKT01816,I need assistance updating my account details and password.,31,2
TKT01817,The application crashes frequently and shows unexpected errors.,45,0
TKT01818,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,18,2
TKT01819,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,37,0
TKT01820,I need assistance updating my account details and password.,21,0
TKT01821,I would like more information about pricing and subscription plans.,52,1
TKT01822,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,16,4
TKT01823,I was charged incorrectly and need clarification on my invoice.,3,1
TKT01824,I need assistance updating my account details and password.,17,3
TKT01825,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,32,1
TKT01826,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,13,0
TKT01827,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,15,2
TKT01828,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,47,6
TKT01829,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,45,0
TKT01830,I have suggestions to improve the usability of the product.,36,3
TKT01831,I need assistance updating my account details and password.,48,5
TKT01832,The application crashes frequently and shows unexpected errors.,6,2
TKT01833,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,11,3
TKT01834,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,56,0
TKT01835,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,33,5
TKT01836,I was charged incorrectly and need clarification on my invoice.,3,6
TKT01837,The application crashes frequently and shows unexpected errors.,8,0
TKT01838,I was charged incorrectly and need clarification on my invoice.,25,1
TKT01839,I need assistance updating my account details and password.,17,0
TKT01840,I was charged incorrectly and need clarification on my invoice.,51,4
TKT01841,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,37,3
TKT01842,The application crashes frequently and shows unexpected errors.,54,1
TKT01843,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,21,2
TKT01844,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,47,1
TKT01845,I need assistance updating my account details and password.,9,4
TKT01846,I need assistance updating my account details and password.,47,1
TKT01847,I would like more information about pricing and subscription plans.,35,3
TKT01848,The application crashes frequently and shows unexpected errors.,11,4
TKT01849,I would like more information about pricing and subscription plans.,44,3
TKT01850,I have suggestions to improve the usability of the product.,59,1
TKT01851,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,20,3
TKT01852,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,51,1
TKT01853,I need assistance updating my account details and password.,13,0
TKT01854,I have suggestions to improve the usability of the product.,53,2
TKT01855,I have suggestions to improve the usability of the product.,9,2
TKT01856,I need assistance updating my account details and password.,17,0
TKT01857,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,49,1
TKT01858,The application crashes frequently and shows unexpected errors.,58,0
TKT01859,The application crashes frequently and shows unexpected errors.,43,1
TKT01860,I have suggestions to improve the usability of the product.,4,1
TKT01861,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,58,1
TKT01862,I was charged incorrectly and need clarification on my invoice.,41,2
TKT01863,I need assistance updating my account details and password.,4,1
TKT01864,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,18,3
TKT01865,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,59,3
TKT01866,I need assistance updating my account details and password.,34,4
TKT01867,The application crashes frequently and shows unexpected errors.,37,3
TKT01868,I would like more information about pricing and subscription plans.,7,2
TKT01869,I need assistance updating my account details and password.,46,0
TKT01870,I have suggestions to improve the usability of the product.,7,0
TKT01871,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,40,1
TKT01872,I have suggestions to improve the usability of the product.,30,2
TKT01873,I was charged incorrectly and need clarification on my invoice.,2,3
TKT01874,I was charged incorrectly and need clarification on my invoice.,20,2
TKT01875,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,50,0
TKT01876,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,59,4
TKT01877,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,43,3
TKT01878,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,39,3
TKT01879,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,35,3
TKT01880,I would like more information about pricing and subscription plans.,33,1
TKT01881,I have suggestions to improve the usability of the product.,44,2
TKT01882,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,26,2
TKT01883,I have suggestions to improve the usability of the product.,5,2
TKT01884,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,40,1
TKT01885,I was charged incorrectly and need clarification on my invoice.,44,5
TKT01886,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,15,3
TKT01887,I have suggestions to improve the usability of the product.,7,1
TKT01888,The application crashes frequently and shows unexpected errors.,33,3
TKT01889,I was charged incorrectly and need clarification on my invoice.,41,1
TKT01890,I need assistance updating my account details and password.,14,0
TKT01891,I need assistance updating my account details and password.,21,3
TKT01892,I need assistance updating my account details and password.,34,1
TKT01893,I need assistance updating my account details and password.,27,1
TKT01894,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,2,0
TKT01895,The application crashes frequently and shows unexpected errors.,46,4
TKT01896,I have suggestions to improve the usability of the product.,39,1
TKT01897,I need assistance updating my account details and password.,35,2
TKT01898,The application crashes frequently and shows unexpected errors.,9,1
