ticket_id,department,priority
TKT01932,Technical Support,Medium
TKT01933,Technical Support,Medium
TKT01934,Billing,Medium
TKT01935,Billing,High
TKT01936,Account Management,Low
TKT01937,Billing,Low
TKT01938,Technical Support,Low
TKT01939,Sales,High
TKT01940,Product Feedback,Low
TKT01941,Technical Support,Medium
TKT01942,Billing,Medium
TKT01943,Product Feedback,Low
TKT01944,Sales,Low
TKT01945,Billing,Low
TKT01946,Product Feedback,Low
TKT01947,Technical Support,High
TKT01948,Sales,Medium
TKT01949,Billing,Medium
TKT01950,Product Feedback,Low
TKT01951,Sales,Low
TKT01952,Technical Support,Medium
TKT01953,Account Management,High
TKT01954,Sales,Medium
TKT01955,Billing,Medium
TKT01956,Sales,Low
TKT01957,Product Feedback,High
TKT01958,Sales,High
TKT01959,Technical Support,Low
TKT01960,Product Feedback,Medium
TKT01961,Technical Support,High
TKT01962,Technical Support,Medium
TKT01963,Account Management,Medium
TKT01964,Billing,Medium
TKT01965,Billing,High
TKT01966,Account Management,Medium
TKT01967,Product Feedback,Low
TKT01968,Billing,Medium
TKT01969,Technical Support,Medium
TKT01970,Billing,Low
TKT01971,Technical Support,Low
TKT01972,Product Feedback,Low
TKT01973,Product Feedback,Low
TKT01974,Technical Support,Medium
TKT01975,Billing,Low
TKT01976,Product Feedback,Low
TKT01977,Technical Support,Medium
TKT01978,Sales,Low
TKT01979,Account Management,Low
TKT01980,Product Feedback,Medium
TKT01981,Product Feedback,High
TKT01982,Account Management,Low
TKT01983,Account Management,Medium
TKT01984,Billing,Low
TKT01985,Product Feedback,Medium
TKT01986,Product Feedback,High
TKT01987,Account Management,High
TKT01988,Product Feedback,Low
TKT01989,Billing,High
TKT01990,Account Management,Low
TKT01991,Account Management,Low
TKT01992,Billing,Low
TKT01993,Billing,Low
TKT01994,Account Management,Medium
TKT01995,Sales,Medium
TKT01996,Account Management,Medium
TKT01997,Billing,High
TKT01998,Sales,Low
TKT01999,Billing,Medium
TKT02000,Technical Support,Low
TKT02001,Sales,Medium
TKT02002,Billing,Low
TKT02003,Billing,High
TKT02004,Account Management,Low
TKT02005,Technical Support,Medium
TKT02006,Product Feedback,High
TKT02007,Sales,Medium
TKT02008,Sales,Low
TKT02009,Product Feedback,High
TKT02010,Sales,High
TKT02011,Technical Support,Medium
TKT02012,Billing,High
TKT02013,Billing,High
TKT02014,Billing,Medium
TKT02015,Sales,Low
TKT02016,Product Feedback,Low
TKT02017,Sales,Medium
TKT02018,Technical Support,Medium
TKT02019,Sales,Low
TKT02020,Billing,Low
TKT02021,Sales,Low
TKT02022,Account Management,High
TKT02023,Sales,Low
TKT02024,Billing,Low
TKT02025,Technical Support,Medium
TKT02026,Sales,High
TKT02027,Sales,High
TKT02028,Account Management,High
TKT02029,Product Feedback,Low
TKT02030,Sales,Medium
TKT02031,Billing,Medium
TKT02032,Billing,Low
TKT02033,Sales,Medium
TKT02034,Account Management,Medium
TKT02035,Technical Support,Medium
TKT02036,Sales,Low
TKT02037,Sales,Medium
TKT02038,Billing,Low
TKT02039,Account Management,High
TKT02040,Product Feedback,Medium
TKT02041,Product Feedback,Medium
TKT02042,Billing,Medium
TKT02043,Billing,Medium
TKT02044,Sales,Medium
TKT02045,Product Feedback,High
TKT02046,Account Management,High
TKT02047,Technical Support,Medium
TKT02048,Sales,Low
TKT02049,Account Management,Medium
TKT02050,Product Feedback,Low
TKT02051,Technical Support,High
TKT02052,Product Feedback,Medium
TKT02053,Technical Support,Medium
TKT02054,Technical Support,Medium
TKT02055,Technical Support,Medium
TKT02056,Product Feedback,Medium
TKT02057,Technical Support,High
TKT02058,Product Feedback,Medium
TKT02059,Billing,Low
TKT02060,Product Feedback,Low
TKT02061,Account Management,Low
TKT02062,Sales,High
TKT02063,Technical Support,Low
TKT02064,Account Management,High
TKT02065,Product Feedback,Low
TKT02066,Product Feedback,Medium
TKT02067,Technical Support,High
TKT02068,Account Management,Low
TKT02069,Technical Support,High
TKT02070,Account Management,Low
TKT02071,Technical Support,Low
TKT02072,Technical Support,Low
TKT02073,Billing,Medium
TKT02074,Sales,Medium
TKT02075,Account Management,Low
TKT02076,Account Management,Medium
TKT02077,Product Feedback,High
TKT02078,Product Feedback,Medium
TKT02079,Account Management,Medium
TKT02080,Billing,High
TKT02081,Product Feedback,Medium
TKT02082,Billing,Medium
TKT02083,Billing,Medium
TKT02084,Billing,Low
TKT02085,Product Feedback,Medium
TKT02086,Account Management,Low
TKT02087,Product Feedback,Low
TKT02088,Technical Support,Low
TKT02089,Sales,Low
TKT02090,Product Feedback,Low
TKT02091,Sales,Medium
TKT02092,Product Feedback,Low
TKT02093,Account Management,Low
TKT02094,Product Feedback,Low
TKT02095,Technical Support,Low
TKT02096,Sales,Medium
TKT02097,Sales,Low
TKT02098,Product Feedback,High
TKT02099,Billing,Medium
TKT02100,Product Feedback,Low
TKT02101,Product Feedback,Medium
TKT02102,Product Feedback,Medium
TKT02103,Account Management,Low
TKT02104,Account Management,High
TKT02105,Billing,Low
TKT02106,Product Feedback,Low
TKT02107,Account Management,Low
TKT02108,Account Management,Low
TKT02109,Account Management,Medium
TKT02110,Product Feedback,Low
TKT02111,Product Feedback,Low
TKT02112,Billing,Medium
TKT02113,Product Feedback,Medium
TKT02114,Product Feedback,High
TKT02115,Technical Support,Low
TKT02116,Account Management,Low
TKT02117,Product Feedback,High
TKT02118,Sales,Medium
TKT02119,Account Management,Low
TKT02120,Product Feedback,High
TKT02121,Product Feedback,Medium
TKT02122,Technical Support,Medium
TKT02123,Account Management,Low
TKT02124,Billing,Low
TKT02125,Technical Support,Low
TKT02126,Account Management,High
TKT02127,Sales,Low
TKT02128,Sales,High
TKT02129,Sales,Low
TKT02130,Technical Support,High
TKT02131,Billing,Medium
TKT02132,Technical Support,High
TKT02133,Sales,Low
TKT02134,Sales,High
TKT02135,Product Feedback,Low
TKT02136,Technical Support,Low
TKT02137,Technical Support,Medium
TKT02138,Product Feedback,Low
TKT02139,Sales,Low
TKT02140,Sales,Medium
TKT02141,Product Feedback,Medium
TKT02142,Sales,Medium
TKT02143,Technical Support,Low
TKT02144,Billing,Medium
TKT02145,Billing,High
TKT02146,Technical Support,Medium
TKT02147,Product Feedback,Medium
TKT02148,Technical Support,Low
TKT02149,Product Feedback,Medium
TKT02150,Technical Support,Low
TKT02151,Sales,High
TKT02152,Product Feedback,High
TKT02153,Account Management,Medium
TKT02154,Product Feedback,High
TKT02155,Account Management,Low
TKT02156,Technical Support,Low
TKT02157,Account Management,Low
TKT02158,Sales,High
TKT02159,Billing,Medium
TKT02160,Technical Support,Medium
TKT02161,Product Feedback,Low
TKT02162,Sales,Low
TKT02163,Product Feedback,Low
TKT02164,Account Management,High
TKT02165,Technical Support,Medium
TKT02166,Technical Support,Low
TKT02167,Sales,High
TKT02168,Product Feedback,Low
TKT02169,Billing,High
TKT02170,Sales,Low
TKT02171,Sales,Low
TKT02172,Product Feedback,Low
TKT02173,Sales,Medium
TKT02174,Technical Support,Low
TKT02175,Sales,High
TKT02176,Technical Support,Medium
TKT02177,Product Feedback,Medium
TKT02178,Technical Support,Medium
TKT02179,Technical Support,Medium
TKT02180,Billing,Medium
TKT02181,Product Feedback,High
TKT02182,Sales,Medium
TKT02183,Sales,Low
TKT02184,Product Feedback,Medium
TKT02185,Account Management,Low
TKT02186,Account Management,High
TKT02187,Product Feedback,Low
TKT02188,Sales,Low
TKT02189,Sales,Low
TKT02190,Sales,Medium
TKT02191,Technical Support,Low
TKT02192,Product Feedback,Medium
TKT02193,Billing,Low
TKT02194,Technical Support,Medium
TKT02195,Account Management,Low
TKT02196,Sales,Medium
TKT02197,Billing,Medium
TKT02198,Product Feedback,Medium
TKT02199,Technical Support,High
TKT02200,Technical Support,Low
TKT02201,Account Management,Low
TKT02202,Technical Support,Low
TKT02203,Product Feedback,Low
TKT02204,Billing,Low
TKT02205,Technical Support,Medium
TKT02206,Product Feedback,Low
TKT02207,Technical Support,Low
TKT02208,Sales,Medium
TKT02209,Product Feedback,High
TKT02210,Sales,High
TKT02211,Technical Support,Low
TKT02212,Account Management,Low
TKT02213,Product Feedback,High
TKT02214,Technical Support,Medium
TKT02215,Billing,Medium
TKT02216,Technical Support,Low
TKT02217,Sales,Medium
TKT02218,Sales,Medium
TKT02219,Sales,Low
TKT02220,Product Feedback,Medium
TKT02221,Billing,Medium
TKT02222,Technical Support,High
TKT02223,Technical Support,Medium
TKT02224,Account Management,Medium
TKT02225,Product Feedback,Medium
TKT02226,Product Feedback,High
TKT02227,Technical Support,Low
TKT02228,Account Management,Low
TKT02229,Product Feedback,Low
TKT02230,Account Management,Medium
TKT02231,Account Management,Medium
TKT02232,Technical Support,High
TKT02233,Account Management,High
TKT02234,Sales,High
TKT02235,Product Feedback,Low
TKT02236,Account Management,Medium
TKT02237,Sales,Medium
TKT02238,Technical Support,Low
TKT02239,Account Management,High
TKT02240,Sales,Medium
TKT02241,Billing,Medium
TKT02242,Account Management,Low
TKT02243,Sales,High
TKT02244,Product Feedback,Low
TKT02245,Billing,High
TKT02246,Technical Support,Low
TKT02247,Account Management,Low
TKT02248,Billing,Low
TKT02249,Product Feedback,Low
TKT02250,Billing,High
TKT02251,Account Management,Low
TKT02252,Product Feedback,Medium
TKT02253,Billing,Medium
TKT02254,Product Feedback,Low
TKT02255,Sales,Low
TKT02256,Product Feedback,Low
TKT02257,Account Management,Medium
TKT02258,Billing,Low
TKT02259,Sales,Medium
TKT02260,Billing,Low
TKT02261,Sales,Medium
TKT02262,Technical Support,Medium
TKT02263,Technical Support,Medium
TKT02264,Sales,Medium
TKT02265,Technical Support,Medium
TKT02266,Product Feedback,Medium
TKT02267,Billing,Low
TKT02268,Product Feedback,Low
TKT02269,Technical Support,Medium
TKT02270,Product Feedback,Low
TKT02271,Sales,Medium
TKT02272,Billing,Medium
TKT02273,Sales,Medium
TKT02274,Account Management,High
TKT02275,Billing,Medium
TKT02276,Billing,Medium
TKT02277,Sales,Low
TKT02278,Technical Support,Low
TKT02279,Account Management,High
TKT02280,Product Feedback,Medium
TKT02281,Billing,Medium
TKT02282,Technical Support,High
TKT02283,Account Management,Medium
TKT02284,Product Feedback,Low
TKT02285,Product Feedback,Low
TKT02286,Sales,Medium
TKT02287,Product Feedback,Medium
TKT02288,Sales,Medium
TKT02289,Product Feedback,Low
TKT02290,Technical Support,High
TKT02291,Technical Support,Low
TKT02292,Account Management,High
TKT02293,Account Management,Medium
TKT02294,Technical Support,Medium
TKT02295,Technical Support,Medium
TKT02296,Technical Support,Medium
TKT02297,Billing,Low
TKT02298,Sales,Low
TKT02299,Account Management,High
TKT02300,Account Management,Medium
TKT02301,Account Management,Medium
TKT02302,Sales,Medium
TKT02303,Technical Support,Medium
TKT02304,Sales,Medium
TKT02305,Account Management,High
TKT02306,Account Management,Low
TKT02307,Product Feedback,Low
TKT02308,Billing,Low
TKT02309,Account Management,Low
TKT02310,Sales,Low
TKT02311,Product Feedback,Medium
TKT02312,Product Feedback,Low
TKT02313,Sales,Medium
TKT02314,Account Management,High
TKT02315,Billing,Low
TKT02316,Billing,Low
TKT02317,Billing,Low
TKT02318,Sales,Low
TKT02319,Technical Support,Medium
TKT02320,Sales,Low
TKT02321,Product Feedback,Low
TKT02322,Account Management,Medium
TKT02323,Technical Support,Low
TKT02324,Product Feedback,Medium
TKT02325,Billing,High
TKT02326,Account Management,Low
TKT02327,Account Management,Medium
TKT02328,Technical Support,Low
TKT02329,Product Feedback,Medium
TKT02330,Sales,Low
TKT02331,Sales,High
TKT02332,Technical Support,Low
TKT02333,Billing,Low
TKT02334,Account Management,Medium
TKT02335,Account Management,High
TKT02336,Technical Support,High
TKT02337,Technical Support,High
TKT02338,Product Feedback,High
TKT02339,Product Feedback,High
TKT02340,Billing,Medium
TKT02341,Sales,Low
TKT02342,Product Feedback,Low
TKT02343,Sales,Medium
TKT02344,Billing,Low
TKT02345,Billing,High
TKT02346,Product Feedback,Low
TKT02347,Billing,Medium
TKT02348,Product Feedback,Medium
TKT02349,Account Management,Medium
TKT02350,Product Feedback,Medium
TKT02351,Account Management,Medium
TKT02352,Account Management,Medium
TKT02353,Product Feedback,Low
TKT02354,Billing,High
TKT02355,Technical Support,Low
TKT02356,Sales,High
TKT02357,Billing,Low
TKT02358,Account Management,Low
TKT02359,Billing,Low
TKT02360,Product Feedback,High
TKT02361,Sales,Medium
TKT02362,Product Feedback,Low
TKT02363,Sales,High
TKT02364,Technical Support,Medium
TKT02365,Sales,Medium
TKT02366,Product Feedback,Medium
TKT02367,Billing,Medium
TKT02368,Account Management,High
TKT02369,Account Management,Medium
TKT02370,Product Feedback,High
TKT02371,Billing,Medium
TKT02372,Account Management,Low
TKT02373,Technical Support,High
TKT02374,Account Management,Medium
TKT02375,Account Management,Low
TKT02376,Account Management,Low
TKT02377,Account Management,Medium
TKT02378,Account Management,Low
TKT02379,Product Feedback,Low
TKT02380,Sales,Low
TKT02381,Billing,Low
TKT02382,Product Feedback,Low
TKT02383,Billing,Low
TKT02384,Product Feedback,High
TKT02385,Sales,Medium
TKT02386,Billing,Medium
TKT02387,Product Feedback,Low
TKT02388,Account Management,Low
TKT02389,Sales,Low
TKT02390,Billing,Medium
TKT02391,Product Feedback,Medium
TKT02392,Billing,Low
TKT02393,Billing,Low
TKT02394,Account Management,Low
TKT02395,Sales,High
TKT02396,Product Feedback,Low
TKT02397,Technical Support,Low
TKT02398,Technical Support,High
TKT02399,Product Feedback,Medium
TKT02400,Technical Support,High
TKT02401,Billing,Low
TKT02402,Sales,Medium
TKT02403,Account Management,Medium
TKT02404,Billing,Medium
TKT02405,Technical Support,Low
TKT02406,Account Management,Low
TKT02407,Billing,Medium
TKT02408,Product Feedback,Low
TKT02409,Sales,High
TKT02410,Account Management,Medium
TKT02411,Account Management,Low
TKT02412,Sales,High
TKT02413,Product Feedback,Low
TKT02414,Sales,Medium
TKT02415,Account Management,High
TKT02416,Billing,Medium
TKT02417,Sales,Medium
TKT02418,Account Management,Low
TKT02419,Billing,High
TKT02420,Billing,Low
TKT02421,Technical Support,Medium
TKT02422,Billing,Medium
TKT02423,Sales,Medium
TKT02424,Billing,Medium
TKT02425,Product Feedback,Medium
TKT02426,Account Management,Low
TKT02427,Product Feedback,Low
TKT02428,Account Management,Low
TKT02429,Product Feedback,Medium
TKT02430,Account Management,Low
TKT02431,Sales,Medium
TKT02432,Technical Support,Low
TKT02433,Product Feedback,Low
TKT02434,Sales,Low
TKT02435,Sales,High
TKT02436,Account Management,Medium
TKT02437,Product Feedback,Low
TKT02438,Sales,Medium
TKT02439,Billing,Medium
TKT02440,Billing,Medium
TKT02441,Account Management,Medium
TKT02442,Product Feedback,Low
TKT02443,Sales,Low
TKT02444,Technical Support,Low
TKT02445,Technical Support,Medium
TKT02446,Product Feedback,Medium
TKT02447,Sales,Medium
TKT02448,Sales,Medium
TKT02449,Product Feedback,Low
TKT02450,Technical Support,Low
TKT02451,Technical Support,Low
TKT02452,Product Feedback,Medium
TKT02453,Sales,Low
TKT02454,Sales,Medium
TKT02455,Technical Support,Medium
TKT02456,Sales,High
TKT02457,Product Feedback,High
TKT02458,Technical Support,Medium
TKT02459,Product Feedback,High
TKT02460,Sales,High
TKT02461,Product Feedback,Low
TKT02462,Billing,Medium
TKT02463,Billing,Medium
TKT02464,Technical Support,Medium
TKT02465,Billing,High
TKT02466,Billing,Medium
TKT02467,Sales,Medium
TKT02468,Account Management,Medium
TKT02469,Product Feedback,Medium
TKT02470,Account Management,High
TKT02471,Technical Support,Medium
TKT02472,Product Feedback,Medium
TKT02473,Technical Support,Medium
TKT02474,Technical Support,Medium
TKT02475,Billing,Low
TKT02476,Product Feedback,Medium
TKT02477,Billing,Medium
TKT02478,Technical Support,Low
TKT02479,Product Feedback,Low
TKT02480,Sales,High
TKT02481,Technical Support,Low
TKT02482,Sales,Medium
TKT02483,Product Feedback,Low
TKT02484,Product Feedback,Medium
TKT02485,Product Feedback,Low
TKT02486,Account Management,Low
TKT02487,Technical Support,Medium
TKT02488,Technical Support,High
TKT02489,Billing,Low
TKT02490,Technical Support,Low
TKT02491,Product Feedback,Medium
TKT02492,Billing,High
TKT02493,Technical Support,Low
TKT02494,Account Management,Medium
TKT02495,Account Management,Low
TKT02496,Sales,High
TKT02497,Billing,Medium
TKT02498,Account Management,High
TKT02499,Billing,Medium
TKT02500,Product Feedback,Medium
TKT02501,Product Feedback,Low
TKT02502,Technical Support,Medium
TKT02503,Sales,Low
TKT02504,Billing,High
TKT02505,Product Feedback,Low
TKT02506,Sales,Low
TKT02507,Account Management,Low
TKT02508,Product Feedback,Medium
TKT02509,Technical Support,Low
TKT02510,Product Feedback,Low
TKT02511,Billing,Medium
TKT02512,Billing,High
TKT02513,Billing,Medium
TKT02514,Product Feedback,Medium
TKT02515,Account Management,High
TKT02516,Product Feedback,Low
TKT02517,Product Feedback,Low
TKT02518,Billing,Low
TKT02519,Billing,Medium
TKT02520,Account Management,Medium
TKT02521,Product Feedback,Low
TKT02522,Product Feedback,High
TKT02523,Technical Support,Low
TKT02524,Account Management,Low
TKT02525,Billing,High
TKT02526,Billing,Medium
TKT02527,Billing,Medium
TKT02528,Technical Support,Medium
TKT02529,Account Management,Low
TKT02530,Sales,Low
TKT02531,Technical Support,Low
TKT02532,Sales,Low
TKT02533,Account Management,Low
TKT02534,Billing,Medium
TKT02535,Account Management,High
TKT02536,Billing,Low
TKT02537,Technical Support,Low
TKT02538,Technical Support,Low
TKT02539,Account Management,Medium
TKT02540,Sales,Medium
TKT02541,Product Feedback,Low
TKT02542,Technical Support,Medium
TKT02543,Product Feedback,High
TKT02544,Account Management,Low
TKT02545,Account Management,Medium
TKT02546,Billing,Low
TKT02547,Billing,Medium
TKT02548,Account Management,Medium
TKT02549,Technical Support,Medium
TKT02550,Sales,Low
TKT02551,Sales,High
TKT02552,Sales,Medium
TKT02553,Product Feedback,Medium
TKT02554,Sales,Low
TKT02555,Billing,Low
TKT02556,Billing,Low
TKT02557,Sales,High
TKT02558,Technical Support,Medium
TKT02559,Billing,Medium
TKT02560,Sales,Low
TKT02561,Product Feedback,Low
TKT02562,Technical Support,High
TKT02563,Account Management,Low
TKT02564,Technical Support,Low
TKT02565,Product Feedback,Medium
TKT02566,Product Feedback,Medium
TKT02567,Technical Support,Medium
TKT02568,Technical Support,High
TKT02569,Technical Support,Medium
TKT02570,Product Feedback,Low
TKT02571,Sales,Low
TKT02572,Billing,Low
TKT02573,Sales,Medium
TKT02574,Sales,Medium
TKT02575,Sales,High
TKT02576,Product Feedback,Low
TKT02577,Account Management,Low
TKT02578,Sales,Low
TKT02579,Account Management,Low
TKT02580,Product Feedback,High
TKT02581,Product Feedback,Medium
TKT02582,Product Feedback,Low
TKT02583,Sales,Low
TKT02584,Sales,Low
TKT02585,Sales,High
TKT02586,Product Feedback,High
TKT02587,Sales,Medium
TKT02588,Product Feedback,Medium
TKT02589,Billing,Low
TKT02590,Billing,Low
TKT02591,Product Feedback,Low
TKT02592,Billing,Low
TKT02593,Sales,Medium
TKT02594,Technical Support,Medium
TKT02595,Technical Support,Low
TKT02596,Technical Support,Medium
TKT02597,Product Feedback,High
TKT02598,Billing,Medium
TKT02599,Sales,Medium
TKT02600,Product Feedback,Medium
TKT02601,Sales,Medium
TKT02602,Billing,Low
TKT02603,Sales,Medium
TKT02604,Technical Support,Low
TKT02605,Technical Support,Low
TKT02606,Product Feedback,Medium
TKT02607,Sales,Medium
TKT02608,Technical Support,Medium
TKT02609,Account Management,Medium
TKT02610,Account Management,Low
TKT02611,Billing,High
TKT02612,Billing,Medium
TKT02613,Product Feedback,Medium
TKT02614,Account Management,High
TKT02615,Sales,High
TKT02616,Billing,Medium
TKT02617,Sales,Low
TKT02618,Billing,High
TKT02619,Technical Support,Medium
TKT02620,Product Feedback,Low
TKT02621,Billing,High
TKT02622,Sales,High
TKT02623,Sales,Medium
TKT02624,Product Feedback,Low
TKT02625,Sales,Low
TKT02626,Account Management,Medium
TKT02627,Technical Support,Medium
TKT02628,Technical Support,Low
TKT02629,Product Feedback,Low
TKT02630,Billing,Low
TKT02631,Billing,Low
TKT02632,Account Management,Low
TKT02633,Product Feedback,Low
TKT02634,Product Feedback,Medium
TKT02635,Sales,Low
TKT02636,Technical Support,Low
TKT02637,Sales,Low
TKT02638,Technical Support,Low
TKT02639,Sales,High
TKT02640,Product Feedback,Medium
TKT02641,Technical Support,Medium
TKT02642,Billing,Medium
TKT02643,Billing,Low
TKT02644,Product Feedback,Medium
TKT02645,Product Feedback,High
TKT02646,Product Feedback,Low
TKT02647,Account Management,Medium
TKT02648,Product Feedback,Medium
TKT02649,Product Feedback,Low
TKT02650,Sales,Medium
TKT02651,Technical Support,Low
TKT02652,Sales,Medium
TKT02653,Sales,Medium
TKT02654,Technical Support,High
TKT02655,Billing,Medium
TKT02656,Sales,Medium
TKT02657,Account Management,High
TKT02658,Sales,Low
TKT02659,Sales,Low
TKT02660,Technical Support,Low
TKT02661,Technical Support,Medium
TKT02662,Billing,High
TKT02663,Sales,Low
TKT02664,Account Management,Medium
TKT02665,Product Feedback,Low
TKT02666,Account Management,Medium
TKT02667,Billing,Low
TKT02668,Billing,High
TKT02669,Account Management,High
TKT02670,Product Feedback,High
TKT02671,Technical Support,Medium
TKT02672,Sales,Low
TKT02673,Billing,Low
TKT02674,Technical Support,Medium
TKT02675,Sales,High
TKT02676,Technical Support,Low
TKT02677,Product Feedback,Low
TKT02678,Billing,Low
TKT02679,Product Feedback,Medium
TKT02680,Account Management,Low
TKT02681,Technical Support,Medium
TKT02682,Account Management,Low
TKT02683,Billing,Medium
TKT02684,Technical Support,High
TKT02685,Billing,Medium
TKT02686,Technical Support,High
TKT02687,Billing,Medium
TKT02688,Product Feedback,Medium
TKT02689,Technical Support,Low
TKT02690,Account Management,Medium
TKT02691,Technical Support,Medium
TKT02692,Account Management,Low
TKT02693,Billing,Medium
TKT02694,Technical Support,Medium
TKT02695,Sales,Low
TKT02696,Sales,High
TKT02697,Sales,Medium
TKT02698,Product Feedback,Low
TKT02699,Account Management,Medium
TKT02700,Product Feedback,Medium
TKT02701,Billing,Medium
TKT02702,Technical Support,Low
TKT02703,Sales,Low
TKT02704,Sales,Low
TKT02705,Account Management,Low
TKT02706,Billing,Medium
TKT02707,Product Feedback,High
TKT02708,Account Management,Medium
TKT02709,Billing,Medium
TKT02710,Sales,High
TKT02711,Product Feedback,Medium
TKT02712,Product Feedback,Low
TKT02713,Account Management,Low
TKT02714,Product Feedback,Medium
TKT02715,Product Feedback,Low
TKT02716,Product Feedback,Low
TKT02717,Billing,Low
TKT02718,Billing,Medium
TKT02719,Technical Support,Low
TKT02720,Billing,High
TKT02721,Sales,Medium
TKT02722,Sales,Medium
TKT02723,Product Feedback,Low
TKT02724,Account Management,High
TKT02725,Account Management,Medium
TKT02726,Sales,Medium
TKT02727,Technical Support,Medium
TKT02728,Sales,High
TKT02729,Account Management,Medium
TKT02730,Billing,Medium
TKT02731,Account Management,Medium
TKT02732,Technical Support,Low
TKT02733,Billing,High
TKT02734,Billing,Low
TKT02735,Product Feedback,Low
TKT02736,Sales,Medium
TKT02737,Product Feedback,Low
TKT02738,Account Management,High
TKT02739,Product Feedback,Low
TKT02740,Technical Support,Low
TKT02741,Technical Support,Medium
TKT02742,Billing,Low
TKT02743,Technical Support,Medium
TKT02744,Account Management,Medium
TKT02745,Billing,Medium
TKT02746,Technical Support,High
TKT02747,Sales,Medium
TKT02748,Sales,Low
TKT02749,Sales,Low
TKT02750,Account Management,Low
TKT02751,Technical Support,Medium
TKT02752,Product Feedback,Medium
TKT02753,Technical Support,Medium
TKT02754,Billing,Medium
TKT02755,Product Feedback,Medium
TKT02756,Product Feedback,Medium
TKT02757,Account Management,Low
TKT02758,Account Management,Medium
TKT02759,Billing,Medium
TKT02760,Product Feedback,Medium
TKT02761,Sales,Medium
TKT02762,Sales,Low
TKT02763,Technical Support,Low
TKT02764,Account Management,Low
TKT02765,Billing,Medium
TKT02766,Technical Support,Medium
TKT02767,Technical Support,Low
TKT02768,Sales,Low
TKT02769,Account Management,Medium
TKT02770,Billing,Medium
TKT02771,Billing,Medium
TKT02772,Technical Support,Medium
TKT02773,Technical Support,Low
TKT02774,Sales,Medium
TKT02775,Sales,Low
TKT02776,Technical Support,Medium
TKT02777,Product Feedback,Low
TKT02778,Account Management,Low
TKT02779,Technical Support,Medium
TKT02780,Sales,Medium
TKT02781,Product Feedback,High
TKT02782,Sales,Low
TKT02783,Account Management,High
TKT02784,Account Management,Medium
TKT02785,Account Management,Low
TKT02786,Product Feedback,Medium
TKT02787,Account Management,High
TKT02788,Sales,Low
TKT02789,Account Management,High
TKT02790,Sales,High
TKT02791,Product Feedback,Medium
TKT02792,Technical Support,Medium
TKT02793,Technical Support,Low
TKT02794,Product Feedback,Medium
TKT02795,Product Feedback,Medium
TKT02796,Product Feedback,Medium
TKT02797,Sales,Low
TKT02798,Technical Support,Medium
TKT02799,Technical Support,Medium
TKT02800,Technical Support,Medium
TKT02801,Technical Support,Low
TKT02802,Sales,High
TKT02803,Billing,High
TKT02804,Billing,High
TKT02805,Product Feedback,Low
TKT02806,Billing,Medium
TKT02807,Product Feedback,Medium
TKT02808,Sales,Low
TKT02809,Technical Support,High
TKT02810,Technical Support,Medium
TKT02811,Technical Support,Medium
TKT02812,Product Feedback,Low
TKT02813,Product Feedback,Low
TKT02814,Product Feedback,Low
TKT02815,Billing,Medium
TKT02816,Account Management,Low
TKT02817,Product Feedback,Low
TKT02818,Sales,Low
TKT02819,Product Feedback,Medium
TKT02820,Billing,Low
TKT02821,Billing,High
TKT02822,Technical Support,Low
TKT02823,Product Feedback,Low
TKT02824,Account Management,Medium
TKT02825,Product Feedback,Medium
TKT02826,Billing,High
TKT02827,Account Management,High
TKT02828,Technical Support,Medium
TKT02829,Product Feedback,High
TKT02830,Product Feedback,Low
TKT02831,Account Management,Medium
TKT02832,Technical Support,Medium
TKT02833,Technical Support,Low
TKT02834,Technical Support,Low
TKT02835,Billing,Low
TKT02836,Account Management,Medium
TKT02837,Account Management,Medium
TKT02838,Billing,Medium
TKT02839,Technical Support,Medium
TKT02840,Account Management,Low
TKT02841,Technical Support,Low
TKT02842,Product Feedback,Medium
TKT02843,Billing,Medium
TKT02844,Account Management,High
TKT02845,Billing,High
TKT02846,Billing,High
TKT02847,Technical Support,High
TKT02848,Account Management,Low
TKT02849,Account Management,Medium
TKT02850,Billing,Medium
TKT02851,Product Feedback,Low
TKT02852,Technical Support,Medium
TKT02853,Sales,Medium
TKT02854,Product Feedback,Low
TKT02855,Sales,Medium
TKT02856,Billing,High
TKT02857,Billing,Medium
TKT02858,Billing,Low
TKT02859,Sales,Medium
TKT02860,Technical Support,Low
TKT02861,Product Feedback,Medium
TKT02862,Technical Support,Low
TKT02863,Technical Support,Medium
TKT02864,Product Feedback,Low
TKT02865,Sales,Low
TKT02866,Billing,High
TKT02867,Sales,Medium
TKT02868,Product Feedback,Low
TKT02869,Account Management,Low
TKT02870,Product Feedback,High
TKT02871,Product Feedback,High
TKT02872,Account Management,Low
TKT02873,Sales,Medium
TKT02874,Sales,Low
TKT02875,Technical Support,Low
TKT02876,Technical Support,Medium
TKT02877,Technical Support,Low
TKT02878,Technical Support,Medium
TKT02879,Technical Support,Medium
TKT02880,Technical Support,High
TKT02881,Sales,Medium
TKT02882,Technical Support,Low
TKT02883,Billing,Medium
TKT02884,Technical Support,High
TKT02885,Sales,High
TKT02886,Technical Support,Low
TKT02887,Sales,Medium
TKT02888,Account Management,Low
TKT02889,Billing,Medium
TKT02890,Account Management,Medium
TKT02891,Account Management,Low
TKT02892,Technical Support,High
TKT02893,Technical Support,High
TKT02894,Product Feedback,Medium
TKT02895,Billing,Medium
